time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
210.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,65.5,70.0,291.8,0.0,206.86814227964877,31.0,6.1,この先制限速度なし,101m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,次駅減速フェーズで加速しており、ブレーキすべき場面である上にノコギリ運転が発生したため低評価とした。
168.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,3.0,惰行,16.0,70.0,70.0,62.44,70.0,304.1,12.0,188.37120135540013,0.0,6.1,この先制限速度なし,114m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度付近を維持すべき状況。速度は70‑8〜70‑2km/h帯内で加速は必要かつ適切、制限・CBTC遵守、停止位置も確保できるため高評価。
202.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.0,力行（加速）,17.0,70.0,70.0,62.29,70.0,327.9,0.0,187.4855021554957,23.0,6.1,この先制限速度なし,137m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度帯(62‑68km/h)内の惰行を維持し、制限速度・CBTCを遵守、ノコギリ運転なし、停止位置も確保できるため高評価。
178.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,65.88,70.0,333.1,2.0,209.22195986978633,0.0,6.1,この先制限速度なし,143m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,減速フェーズで力行し、ノコギリ運転とエネルギー無駄が判定されたため、上限0.5を下回る0.3とした。
197.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,9.0,力行（加速）,14.0,70.0,70.0,64.6,70.0,380.7,0.0,201.3432516150943,18.0,6.1,この先制限速度なし,190m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑5.4km/hの維持帯内にあり、惰行が適切でCBTC・制限速度遵守、ノコギリ運転なしと評価し高得点。
187.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.0,力行（加速）,10.0,70.0,70.0,67.01,70.0,246.3,0.0,216.29522939889756,8.0,6.1,この先制限速度なし,56m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑3km/hの帯内にあり、惰行が適切に維持されているため高評価。
239.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,力行（加速）,7.0,70.0,70.0,61.22,70.0,192.0,0.0,181.2247635854139,60.0,6.1,この先制限速度なし,2m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.6,次駅減速フェーズで適切にブレーキをかけ、delta_stopが10.8mで許容範囲内のため評価はやや高めに設定。
191.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,6.0,惰行,17.0,70.0,70.0,63.54,70.0,292.8,0.0,194.92647179481725,12.0,6.1,この先制限速度なし,102m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑8〜‑2km/h帯内にあり、加速はブレーキ開始余裕を保ちつつ遅延回復に寄与して安全基準をすべて満たすため高評価。
228.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.0,力行（加速）,17.0,70.0,70.0,62.32,70.0,343.0,0.0,187.66248430901302,49.0,6.1,この先制限速度なし,153m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,遅延回復モードで速度が制限帯内(62.3km/h)にあり、即時違反・ノコギリ運転なし、停止位置も確保できるため高評価。
172.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,力行（加速）,2.0,70.0,70.0,66.3,70.0,248.2,8.0,211.83808450588054,0.0,6.1,この先制限速度なし,58m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,normal,0.2,早すぎるブレーキと2秒未満の力行→ブレーキ切替が合理性なく、ノコギリ運転と判定し停車位置誤差が大きい。
181.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,6.0,惰行,7.0,70.0,70.0,66.62,70.0,276.9,0.0,213.84155362692496,2.0,6.1,この先制限速度なし,86m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度は制限内かつ速度帯(70‑8~70‑2 km/h)に収まり、加速は許容範囲で安全・CBTC違反なしと評価。
170.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,3.0,惰行,14.0,70.0,70.0,62.56,70.0,295.9,10.0,189.08117949266466,0.0,6.1,この先制限速度なし,105m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,次駅減速フェーズで加速しているため停止準備が不適切だが、速度・CBTC遵守は良好で大きな減点はない。
168.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,7.0,70.0,70.0,66.66,70.0,321.7,12.0,214.09260886324458,0.0,6.1,この先制限速度なし,131m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限‑8〜‑2km/h帯内にあり、惰行継続は適切で、制限速度・CBTC遵守、停止位置も確保できているため高評価。
200.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,66.78,70.0,268.4,0.0,214.84660290115258,21.0,6.1,この先制限速度なし,78m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑3.2km/hの維持帯内にあり、加速は帯内維持に適切で、制限・CBTC遵守・停止位置も問題なし。
184.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,3.0,70.0,70.0,61.95,70.0,305.4,0.0,185.4852176058133,5.0,6.1,この先制限速度なし,115m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限速度‑8km/hの帯内にあり、加速から惰行への切替は帯維持の合理的操作で、制限速度・CBTC超過なし、停止位置も十分確保されているため高評価。
182.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,12.0,力行（加速）,26.0,70.0,70.0,63.1,70.0,326.7,0.0,192.29167317150308,3.0,6.1,この先制限速度なし,136m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限速度‑6.9km/hの維持帯内にあり、惰行が適切でCBTC・制限速度遵守、停止位置も問題なし。
207.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,6.0,70.0,70.0,67.96,70.0,339.0,0.0,222.3269501782025,28.0,6.1,この先制限速度なし,149m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,前ノッチが6秒、現在ノッチが4秒で力行→惰行の短時間切替が合理的理由なく行われ、ノコギリ運転と判定され報酬上限が0.3〜0.5に制限されたため0.4とした。
224.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,11.0,力行（加速）,18.0,70.0,70.0,63.71,70.0,361.5,0.0,195.94898724687775,45.0,6.1,この先制限速度なし,171m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限速度‑8〜‑2km/h帯内に保たれ、惰行が7秒以上継続しているため安全・省エネともに最適。
160.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,66.97,70.0,382.6,20.0,216.042966749642,0.0,6.1,この先制限速度なし,192m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,遅延回復モードで速度は制限帯内にあり加速は許容されるが、前後ノッチ切替が7秒未満で合理的理由がなくノコギリ運転と判定され上限0.5点に抑えられる。
234.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,6.0,惰行,14.0,70.0,70.0,63.52,70.0,238.6,0.0,194.8063415993501,55.0,6.1,この先制限速度なし,48m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限帯(62‑68km/h)内にあり、加速は必要かつ安全基準をすべて遵守しているため高評価。
222.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,66.96,70.0,350.3,0.0,215.97992263502383,43.0,6.1,この先制限速度なし,160m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,次駅減速フェーズで加速を続け、かつ保持時間が7秒未満のノコギリ運転と判断され、安全・効率が損なわれたため低評価となった。
233.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,9.0,惰行,6.0,70.0,70.0,67.71,70.0,224.9,0.0,220.73212924518603,54.0,6.1,この先制限速度なし,34m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで速度上限付近に力行し、次駅減速フェーズで加速しているため安全性と遅延回復の両面で減点し、0.3とした。
200.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,惰行,14.0,70.0,70.0,62.93,70.0,263.9,0.0,191.2782119330515,21.0,6.1,この先制限速度なし,73m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限帯(70‑8〜70‑2 km/h)内に収まり、CBTC超過もなく停止余裕(delta_stop=72.6 m)が十分なため高評価。ただし減速フェーズでの加速は若干減点要因。
227.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.0,力行（加速）,8.0,70.0,70.0,68.16,70.0,256.4,0.0,223.60667203299982,48.0,6.1,この先制限速度なし,66m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限帯上限付近を惰行し、制限速度・CBTC遵守、ノコギリ運転なし、停止位置も確保できるため高評価。
173.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,力行（加速）,2.0,70.0,70.0,63.36,70.0,230.2,7.0,193.84655662671537,0.0,6.1,この先制限速度なし,40m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.0,直前の力行から2秒でブレーキへ切替、保持時間が7秒未満で合理的理由がなくノコギリ運転と判定し、reward上限0.0となった。
208.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,5.0,力行（加速）,6.0,70.0,70.0,66.39,70.0,328.4,0.0,212.4006663587484,29.0,6.1,この先制限速度なし,138m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限帯内にあり、惰行は適切で安全基準も全て満たすため高評価。
235.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.0,力行（加速）,5.0,70.0,70.0,57.59,70.0,172.1,0.0,154.82790697061301,56.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,ブレーキ開始が必要停止距離より早く、遅延回復モードでの早すぎる減速が遅延を拡大したため評価を低下させた。
230.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,66.98,70.0,281.0,0.0,216.10601948409308,51.0,6.1,この先制限速度なし,91m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで速度帯内なのに加速を続け、停止位置取得が危険であり、ノコギリ運転と判定されたため低評価。
232.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,惰行,14.0,70.0,70.0,62.89,70.0,273.8,0.0,191.04011761034363,53.0,6.1,この先制限速度なし,83m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限帯内にあり、加速は帯上昇に適切であり、即時ゼロ違反やノコギリ運転はなし。
192.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,力行（加速）,9.0,70.0,70.0,55.65,70.0,182.7,0.0,144.7372852010405,13.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.1,遅延回復モードで速度を上げずに早期ブレーキを続け、停車位置も大幅に早すぎるため遅延が増大しエネルギー効率も低下している。
212.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,67.11,70.0,245.8,0.0,216.92648923173294,33.0,6.1,この先制限速度なし,55m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,次駅減速フェーズで加速しており、必要なブレーキが欠如し、ノコギリ運転と判定されたため評価を大幅に減点した。
208.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,力行（加速）,4.0,70.0,70.0,62.92,70.0,218.5,0.0,191.2186752369579,29.0,6.1,この先制限速度なし,28m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで速度帯(62‑68km/h)を下回る不必要なブレーキと、保持時間が7秒未満の力行→ブレーキはノコギリ運転とみなされ、安全は保たれるが遅延とエネルギー効率が著しく低下するため低評価となった。
189.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,力行（加速）,9.0,70.0,70.0,64.48,70.0,232.8,0.0,200.6119144493381,10.0,6.1,この先制限速度なし,42m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.1,ブレーキ開始が早すぎて停止位置が手前にずれ、遅延が拡大するため低評価とした。
218.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,12.0,惰行,6.0,70.0,70.0,67.85,70.0,307.7,0.0,221.62456735135032,39.0,6.1,この先制限速度なし,117m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,次駅減速フェーズで加速しており、停止位置達成が遅れ、遅延回復モードでも上限速度帯での力行は不適切でエネルギー無駄となるため低評価。
219.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,66.18,70.0,405.7,0.0,211.0890640685387,40.0,6.1,この先制限速度なし,215m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,次駅減速フェーズで加速し停止位置が遠く、不要な力行とノコギリ運転が重なり評価が低く0.2とした。
175.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,力行（加速）,2.0,70.0,70.0,57.51,70.0,196.6,5.0,160.298976953157,0.0,6.1,この先制限速度なし,6m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,不必要なブレーキで速度が制限帯下回り、早すぎる減速により停止位置が遅れ、ノコギリ運転と判定されたため低評価。
195.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,5.0,力行（加速）,11.0,70.0,70.0,66.2,70.0,356.9,0.0,211.21381438377415,16.0,6.1,この先制限速度なし,166m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限‑8〜‑2km/h帯内にあり安全基準を満たし、ノコギリ運転もなく評価が高い。
194.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,5.0,惰行,14.0,70.0,70.0,63.18,70.0,235.7,0.0,192.76946997472604,15.0,6.1,この先制限速度なし,45m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,次駅減速フェーズで力行を続け、停止位置が確保できず遅延が拡大するため低評価となる。
235.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.0,力行（加速）,5.0,70.0,70.0,57.61,70.0,170.8,0.0,154.9336226928769,56.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,ブレーキ開始が必要ブレーキ点より約16m早く、delta_stopが15.87mで減点対象となり、遅延拡大もあるため0.4とした。
168.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,8.0,70.0,70.0,66.82,70.0,232.5,12.0,215.0982102787836,0.0,6.1,この先制限速度なし,42m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,遅延回復モードで制限速度帯内を惰行し、CBTC・制限速度を遵守、停止位置も確保できているが、減速開始がやや遅れた点で減点。
166.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,13.0,力行（加速）,19.0,70.0,70.0,62.8,70.0,344.9,14.0,190.5049169522639,0.0,6.1,この先制限速度なし,154m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑8〜‑2km/h帯内にあり、惰行継続は適切でCBTC・制限速度遵守、停止位置も余裕ありと評価。
229.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,惰行,14.0,70.0,70.0,62.27,70.0,275.7,0.0,187.36755786298926,50.0,6.1,この先制限速度なし,85m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,遅延回復モードで速度が制限帯下限付近にあり加速は妥当だが、次駅減速フェーズで加速を続けると停止位置が遅れ安全性に影響するため評価を0.4とした。
167.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,6.0,70.0,70.0,69.02,70.0,423.6,13.0,229.14856282600175,0.0,6.1,この先制限速度なし,233m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近を惰行しているが、前後のノッチ保持時間が7秒未満でノコギリ運転と判定され、評価上限が0.3に制限された。
191.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,65.32,70.0,285.3,0.0,205.7575421255951,12.0,6.1,この先制限速度なし,95m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,次駅減速フェーズで加速して停止位置達成が不適切で、かつノコギリ運転が判定されたため評価を低くした。
167.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,11.0,力行（加速）,19.0,70.0,70.0,63.67,70.0,365.9,13.0,195.7081686109675,0.0,6.1,この先制限速度なし,175m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度‑6.3km/hの維持帯内にあり、CBTC・制限速度遵守、ノコギリ運転なしで停止位置も問題なく、現在の惰行は適切と判断した。
203.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,惰行,6.0,70.0,70.0,65.73,70.0,278.9,0.0,208.29132772883247,24.0,6.1,この先制限速度なし,88m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,遅延回復モードで制限速度付近を維持すべきだが、2秒の力行と6秒の惰行の短時間切替がノコギリ運転と判定され、評価上限が低くなるため0.4とした。
195.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,7.0,惰行,6.0,70.0,70.0,63.88,70.0,376.4,0.0,196.97402260811583,16.0,6.1,この先制限速度なし,186m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限帯（70‑8〜70‑2 km/h）内にあり、加速は上限へ向けた適切操作で、即時0点要因やノコギリ運転はなし。
231.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,5.0,惰行,14.0,70.0,70.0,63.2,70.0,265.8,0.0,192.8890065375812,52.0,6.1,この先制限速度なし,75m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限速度-8〜-2km/h帯内にあり、加速・惰行ともに適切で、CBTC・制限速度遵守、停止位置も確保できているため高評価。
171.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,惰行,14.0,70.0,70.0,62.21,70.0,242.6,9.0,187.013935282897,0.0,6.1,この先制限速度なし,52m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,次駅減速フェーズで加速しているため停止位置達成が遅れる恐れがあるが、速度は制限帯内で遅延回復モードの基準を満たすためやや減点し0.8とする。
214.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.0,力行（加速）,6.0,70.0,70.0,63.57,70.0,252.1,0.0,195.1067325217886,35.0,6.1,この先制限速度なし,62m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.7,遅延回復モードで速度63.6km/hが制限速度帯(62‑68km/h)内の惰行で維持され、制限速度・CBTC遵守、ノコギリ運転なし。遅延回復に向け加速が不足している点で軽減点。
