time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,current_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
10.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,10.0,なし（または停止）,0.0,70.0,24.58,2450.4,161.2,32.44,0.0,0.0,この先制限速度なし,450m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,現在速度24.6km/hは制限70km/h以内で安全です。加速フェーズで力行を10秒継続し、目標速度に向けた無駄のない加速となっており、次駅までの距離・時刻余裕も十分です。直前は停止状態であり、操作の反転やノコギリ運転は発生していません。省エネの惰行への切替はまだ早く、安全・効率ともに適切です。
11.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,11.0,なし（または停止）,0.0,70.0,26.36,2443.4,160.2,37.31,0.0,0.0,この先制限速度なし,443m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,現在速度26.4km/hは制限70km/h以内で、加速フェーズの開始段階です。目標速度までまだ距離があり、ブレーキ距離37.31mも十分に残っているため、力行を継続するのは安全かつ効率的です。直前は停止状態で、継続時間が5秒未満のノコギリ運転条件も満たさず、快適性や省エネ面でも問題ありません。したがって操作は適切と判断します。
12.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,12.0,なし（または停止）,0.0,70.0,28.06,2435.8,159.2,42.23,0.0,0.0,この先制限速度なし,435m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限70km/h以内の28.1km/hで安全です。先行列車なし、ブレーキ距離42.23mに対し残距離は2.4kmと十分余裕があり減速リスクはありません。駅出発後20秒以内の加速フェーズで、現在の力行は目標速度（約55km/h）に向けた適切な加速であり、定時到着に必要な加速です。直前は停止状態でノコギリ運転は発生せず、快適性・安全性ともに問題ありません。
13.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,13.0,なし（または停止）,0.0,70.0,29.66,2427.8,158.2,47.17,0.0,0.0,この先制限速度なし,427m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度を大きく下回っており安全上の問題はありません。先行列車もなく、ブレーキ距離も十分に余裕があるため減速は不要です。現在は加速フェーズで、目標平均速度55 km/h（残り158 秒）を確保するために力行を継続しており、スケジュール達成に適切です。ノコギリ運転も発生せず、エネルギー効率はやや改善余地がありますが、安全・定時性の観点で適切です。
14.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,14.0,なし（または停止）,0.0,70.0,31.18,2419.3,157.2,52.1,0.0,0.0,この先制限速度なし,419m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限内で安全性に問題はなく、次駅までの平均速度55 km/hが必要なことから、加速を続けるのは適切です。前回は停止状態で、ノコギリ運転は発生していません。省エネ観点でも加速が必要な段階であり、快適性・効率性ともに良好です。
15.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,15.0,なし（または停止）,0.0,70.0,32.62,2410.5,156.2,56.99,0.0,0.0,この先制限速度なし,410m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で先行列車もなし、安全は確保されています。加速フェーズで15秒間の力行は、次駅までの距離と残り時間から見て目標速度に向けた適切な加速です。ブレーキ開始の余裕も十分で、ノコギリ運転は発生していません。ただし、定時到着まで余裕があるため、早期の惰行切替で省エネが可能だった点で若干の改善余地があります。
16.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,16.0,なし（または停止）,0.0,70.0,33.98,2401.2,155.2,61.82,0.0,0.0,この先制限速度なし,401m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度を超えておらず、先行列車もなしで安全は確保されています。駅まで2401 m、残り時間155 sと余裕があるため、加速を続けて目標速度に近づくのは適切です。ブレーキ開始のタイミングもまだ遠く、ノコギリ運転は発生していません。省エネのための惰行への切り替えはやや遅れていますが、全体的な安全性・効率性は良好です。
17.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,17.0,なし（または停止）,0.0,70.0,35.27,2391.6,154.2,66.58,0.0,0.0,この先制限速度なし,391m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度を超えておらず、前方列車もなし。次駅まで2391.6mありブレーキ距離66.58mを大きく上回るため減速は不要。加速フェーズで35.3km/hの速度は目標70km/hに向けて妥当で、直前の操作は停止のみでノコギリ運転も発生していない。省エネのための早期惰行は検討余地あるが、安全・進行上は適切な力行操作である。
18.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,18.0,なし（または停止）,0.0,70.0,36.49,2381.6,153.2,71.24,0.0,0.0,この先制限速度なし,381m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度を大幅に下回っており安全上の問題はありません。先行列車なしで前方の制限速度もなく、残り距離と残り時間から見ると加速を続けて目標時刻に間に合う必要があります。直前は停止状態であり、ノコギリ運転の条件も満たさないため快適性への影響はありません。したがって現在の力行は適切です。
19.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,19.0,なし（または停止）,0.0,70.0,37.65,2371.3,152.2,75.79,0.0,0.0,この先制限速度なし,371m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限70km/h以下の37.6km/hで安全です。次駅まで2371m、到着まで152.2秒のため平均56km/hが必要で、現在は目標未達のため加速（力行）を継続するのは適切です。先行列車なし、ブレーキ距離も十分に確保でき、ノコギリ運転は発生していません。省エネのための惰行切替は後段で検討すべきですが、現段階の操作は安全・効率的です。
20.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,20.0,なし（または停止）,0.0,70.0,38.75,2360.7,151.2,80.23,0.0,0.0,この先制限速度なし,360m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度を大幅に下回り、次駅までの距離と残り時間から見て速度を上げる必要があります。現在の力行は適切で、前方列車もなく安全距離も確保されています。ノコギリ運転はなく、加速は定時到着に向けた合理的な操作です。
21.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,21.0,なし（または停止）,0.0,70.0,39.79,2349.8,150.2,84.55,0.0,0.0,この先制限速度なし,349m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度内で先行列車なし。残距離と時刻から必要平均速度≈56km/hで、現在39.8km/hと遅れているため加速は妥当。ブレーキ開始余裕もあり安全。ノコギリ運転なし。省エネ観点でもスケジュール遵守のため適切。
22.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,22.0,なし（または停止）,0.0,70.0,40.77,2338.6,149.2,88.74,0.0,0.0,この先制限速度なし,338m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度内で先行列車もなし。残距離はブレーキ距離のはるか上で安全。定時到着に必要な平均速度は約56 km/hで、現在は40.8 km/hと遅れ気味。巡航フェーズでの加速は速度向上に必要であり、エネルギー無駄は少ない。ノコギリ運転もなく安全・快適性は確保されている。
23.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,23.0,なし（または停止）,0.0,70.0,41.7,2327.2,148.2,92.8,0.0,0.0,この先制限速度なし,327m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.7,制限速度内で安全は確保され、前方列車もなし。現在の走行フェーズは巡航で、定時到着までに必要な平均速度は約56 km/h。現在速度41.7 km/hは不足するが、残距離2327 mと残時間148 sの余裕から段階的な加速や惰行で十分対応でき、即時の長時間力行はエネルギー無駄となる。ノコギリ運転は発生していない。
24.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,24.0,なし（または停止）,0.0,70.0,42.59,2315.5,147.2,96.74,0.0,0.0,この先制限速度なし,315m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で先行列車もなし。駅まで2.3km、残り時間147秒から平均56km/hが必要で、現在42.6km/hと遅いため加速は妥当。加速が長時間続く点はやや非効率だが、安全性や停車リスクは無く、ノコギリ運転も発生していない。省エネのために目標速度に達したら惰行へ切り替える余地はある。
25.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,25.0,なし（または停止）,0.0,70.0,43.46,2303.5,146.2,100.68,0.0,0.0,この先制限速度なし,303m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限内で先行列車もなし。次駅まで2303.5m、残り146.2秒で時刻通りに到達するには現在の56.7km/h（目標）に近づく必要があり、43.5km/hのままでは遅れが生じる。したがって25秒間の力行は適切で、ブレーキ開始のリスクもなく、ノコギリ運転は発生していない。省エネと快適性の観点でも、加速が必要な状況であるため評価は高い。
26.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,26.0,なし（または停止）,0.0,70.0,44.31,2291.3,145.2,104.63,0.0,0.0,この先制限速度なし,291m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,制限速度内で先行列車もなし。残距離はブレーキ距離を大きく上回り安全。現在速度44.3km/hは定時平均57km/hに不足しており、加速は妥当。ノコギリ運転はなく、エネルギー効率はやや改善余地あり。
27.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,0.0,力行（加速）,26.9,70.0,44.81,2278.9,144.2,108.59,0.0,0.0,この先制限速度なし,278m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.4,速度は制限内で安全は保たれていますが、次駅まで2.3kmあり到着時刻に必要な平均速度≈57km/hに対し現在44.8km/hです。巡航中にブレーキを開始したことは速度を落とし遅延リスクを増大させ、省エネ・定時性の観点で不適切です。ノコギリ運転はなし。
28.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,0.8,惰行,0.0,70.0,45.54,2266.4,143.2,110.42,0.0,0.0,この先制限速度なし,266m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.7,速度は制限内で安全距離も確保されていますが、巡航フェーズで加速（力行）を続けている点が問題です。到着まで余裕があり、現在の45.5km/hはスケジュール遅れなしで維持可能なため、惰行で省エネ走行すべきです。ノコギリ運転は条件未満で減点対象外ですが、効率と快適性の観点から不適切と判断します。
29.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,1.8,惰行,0.0,70.0,46.36,2253.6,142.2,114.38,0.0,0.0,この先制限速度なし,253m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,現在速度46.4km/hは制限70km/h以内で安全です。次駅まで2253.6m、残り時間142.2sから必要平均速度は約57km/hで、現速度は不足しています。したがって巡航中の加速（力行）は定時到着のため妥当で、過剰な加速や無駄はありません。前後列車なしで安全距離も確保され、ノコギリ運転は発生していません。省エネ観点で若干改善余地はあるものの、全体として適切です。
30.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,2.8,惰行,0.0,70.0,47.17,2240.6,141.2,118.34,0.0,0.0,この先制限速度なし,240m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で安全上問題なし。駅まで距離が長く、現在の平均速度では遅れが出るため、巡航フェーズでの加速は妥当。前後の操作は短時間だが、不要な反転の三段パターンがなくノコギリ運転とみなさない。エネルギーは必要最小限で、定時到着に向け適切な判断と評価できる。
31.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,3.8,惰行,0.0,70.0,47.97,2227.4,140.2,122.3,0.0,0.0,この先制限速度なし,227m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で先行列車もなく安全です。次駅までの平均必要速度は約57km/hで、現在48km/hと遅れているため巡航中の加速は妥当です。ブレーキ距離も十分余裕があり、ノコギリ運転は該当せず省エネ面で若干改善余地はあるものの、安全・定時性は確保されています。しかし定時までの余裕が大きく、加速を続けるより惰行に切り替えてエネルギー消費を抑える余地があります。
32.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,4.8,惰行,0.0,70.0,48.75,2214.0,139.2,126.25,0.0,0.0,この先制限速度なし,213m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度内で先行列車なし。残距離2214mはブレーキ距離126mを大きく上回り安全。現在48.8km/hでは定時到着に不足し、平均57km/hが必要なため、巡航中の加速は適切。操作切替は短時間だが逆転パターンがなく、ノコギリ運転なし。省エネはやや犠牲だが安全・定時性は確保。
33.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,5.8,惰行,0.0,70.0,49.52,2200.3,138.2,130.2,0.0,0.0,この先制限速度なし,200m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,現在速度は制限内で安全性は確保されていますが、巡航フェーズで加速（力行）を続けている点が問題です。残距離・到着時間に余裕があり、惰行で速度維持すべきところを無駄に加速してエネルギー効率が低下しています。前後列車や制限速度超過のリスクはなく、ノコギリ運転も発生していません。以上から評価は中程度とし、0.5とします。
34.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,6.8,惰行,0.0,70.0,50.27,2186.4,137.2,134.14,0.0,0.0,この先制限速度なし,186m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,速度は制限内で安全は確保されていますが、巡航フェーズで加速（力行）を6.8秒続けている点が問題です。駅まで約2.2km、到着まで余裕があるにも関わらず加速を続け、省エネの惰行活用ができていません。直前は惰行からの切り替えですが、両方の継続時間が5秒未満ではないためノコギリ運転とはみなされません。安全は保たれるものの、効率と快適性の観点で不適切です。
35.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,7.8,惰行,0.0,70.0,51.02,2172.4,136.2,138.06,0.0,0.0,この先制限速度なし,172m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.7,制限速度内で安全は確保されていますが、次駅までの残距離と時刻差から加速は必要です。ただし、定時に余裕があり、すぐ下り勾配が来る点を考慮すれば、惰行でエネルギーを温存すべきです。現在の力行は安全だが省エネ・快適性の観点でやや過剰です。
36.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,8.8,惰行,0.0,70.0,51.75,2158.1,135.2,141.97,0.0,0.0,この先制限速度なし,158m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限70km/h未満で安全、先行列車なし。残距離2158mと残時135sから必要平均速度は約57.5km/hで、現在51.8km/hのため加速8.8秒は妥当。ブレーキ距離141.97mに対し余裕があり、オーバーランリスクなし。直前の惰行は0秒で、両方5秒未満のノコギリ運転条件を満たさず減点対象外。下り勾配は158m先で、現在の加速は定時遵守とエネルギー効率のバランスとして適切だが、惰行活用の余地あり。
37.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,0.0,力行（加速）,9.7,70.0,52.13,2143.6,134.2,145.87,0.0,0.0,この先制限速度なし,143m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.4,速度は制限内で安全距離も確保されていますが、巡航フェーズでブレーキを開始した点が不適切です。駅まで2km以上あり定時余裕も十分で、減速はエネルギー無駄かつ遅延リスクを増大させます。先行列車なしで衝突リスクはありませんが、効率と快適性が低下しているため評価を下げます。
38.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,力行（加速）,9.7,70.0,49.45,2129.5,133.2,131.61,0.0,0.0,この先制限速度なし,129m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,速度は制限70km/h以下の49.5km/hで安全ですが、巡航中にブレーキを1秒だけ適用し、直前は9.7秒の力行だったため、速度維持・省エネの観点で不適切です。定時到着に余裕があり、次駅まで2129mとブレーキ距離131mは十分にあるので減速は不要です。安全性は保たれますが快適性と効率性が低下しています。
39.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,2.0,力行（加速）,9.7,70.0,46.78,2116.2,132.2,118.1,0.0,0.0,この先制限速度なし,116m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,速度は制限内で安全は確保されていますが、巡航中にブレーキをかけている点が不適切です。駅まで十分な距離と時間があり、惰行で省エネすべきところを減速しているため、効率と快適性が低下しています。安全リスクはなし。
40.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,0.1,惰行,0.0,70.0,45.06,2103.5,131.2,108.14,0.0,0.0,この先制限速度なし,103m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,速度は制限内で安全ですが、巡航フェーズで加速（力行）を続けている点が問題です。駅まで2100m以上あり、定時余裕も十分なため、惰行でエネルギーを節約すべきです。直前の惰行からの即時加速は不要な操作で、快適性と省エネ性を損ないます。安全性は保たれていますが、効率面で不適切です。
41.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,1.1,惰行,0.0,70.0,45.89,2090.9,130.2,112.1,0.0,0.0,この先制限速度なし,90m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,現在速度45.9km/hは制限70km/h以内で安全です。次駅まで残距離2090.9m、残時間130.2秒から必要平均速度は約58km/hで、加速が不可欠です。前方列車なし、ブレーキ距離も十分に確保されており、ノコギリ運転は発生していません。したがって力行は適切で、効率・安全ともに評価できます。
42.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,0.1,力行（加速）,1.9,70.0,46.01,2078.0,129.2,114.37,0.0,0.0,この先制限速度なし,78m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.3,速度は制限内で安全ですが、巡航中にブレーキをかけている点が不適切です。次駅まで2078m・残り時間129.2秒で必要平均速度は約58km/hであり、現在46km/hでは遅れが予測されます。加速すべき局面で減速しているため省エネ性と定時性が損なわれ、快適性も低下します。安全リスクはなしですが、運転操作としては不適切です。
43.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,0.4,惰行,0.0,70.0,45.35,2065.5,128.2,109.5,0.0,0.0,この先制限速度なし,65m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,制限速度内で安全距離も確保され、次駅までの平均速度は約58km/hと現在の45.4km/hでは遅れが予想される。定時到着のために加速は妥当で、エネルギー効率も許容範囲。ノコギリ運転の条件を満たす連続的な反転がなく、快適性・安全性に問題はない。
44.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,1.4,惰行,0.0,70.0,46.18,2052.7,127.2,113.47,0.0,0.0,この先制限速度なし,52m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.4,速度は制限内で安全は確保されていますが、駅まで2000m以上あり定時余裕もあるのに力行を続けているためエネルギーが無駄です。ブレーキ距離113mはまだ遠く、下り勾配も52m先にあるため加速は不要です。直前の惰行が0秒で、加速への急激な切り替えが5秒未満であり、不要な反転とみなされノコギリ運転と判断されます。
45.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,2.4,惰行,0.0,70.0,46.99,2039.8,126.2,117.43,0.0,0.0,この先制限速度なし,39m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で安全性は確保されています。現在の平均速度が定時到着に必要な約58km/hに満たないため、加速（力行）は妥当です。前回の惰行が0秒であったものの、不要な反転とまでは言えず、ノコギリ運転とは判断できません。省エネ面では若干余裕がありますが、スケジュール遵守のため必要な操作と評価できます。
46.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,3.4,惰行,0.0,70.0,47.78,2026.6,125.2,121.38,0.0,0.0,この先制限速度なし,26m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.5,速度は制限内で安全距離も確保され、駅までの距離・時間に余裕があります。しかし巡航中に加速（力行）を続けており、エネルギー無駄が大きく、定時性を考慮した惰行活用が不適切です。直前は惰行からの切り替えで短時間の反転ですが、減点対象のノコギリ運転には該当しません。安全は保たれていますが効率と快適性が低下しています。
47.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,4.4,惰行,0.0,70.0,48.57,2013.3,124.2,125.34,0.0,0.0,この先制限速度なし,13m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限内で先行列車もなし。次駅まで2 kmあり、定時到着には約58 km/hが必要なため、48.6 km/hのままでは遅れになる。現在の力行は速度向上に必要で安全上問題なく、ブレーキ開始距離も十分に余裕がある。直前の惰行からの切り替えは短時間だが、3段階の不要な反転がなくノコギリ運転には該当しない。省エネと定時性のバランスから見ても適切な操作。
48.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,5.4,惰行,0.0,70.0,49.34,1999.7,123.2,129.28,0.0,-6.7,この先制限速度なし,799m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.7,現在は巡航フェーズで速度49.3km/hは制限70km/h以内。残距離約2000m、到着まで123秒の余裕がありブレーキ開始も遠く安全。下り勾配があるため自然加速が期待できるのに、力行を5.4秒続けるのはエネルギー無駄で、惰行での省エネが望ましい。安全性は保たれるが効率・快適性が低下しているため評価はやや低め。
49.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,6.4,惰行,0.0,70.0,50.33,1985.8,122.2,147.23,0.0,-6.7,この先制限速度なし,785m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.4,速度は制限内で安全は確保されていますが、巡航フェーズで余裕があるにもかかわらず力行を6.4秒継続しています。定時到着まで122秒あり、惰行での維持が省エネかつ快適です。加速は不要でエネルギー無駄となり、効率が低下しています。さらに、現在下り勾配-6.7‰で自然減速が期待できるため、加速は不適切です。ノコギリ運転は判定できません。
50.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,7.4,惰行,0.0,70.0,51.31,1971.7,121.2,152.88,0.0,-6.7,この先制限速度なし,771m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.8,速度は制限内で前方列車なし、ブレーキ距離も十分に余裕があります。現在の平均速度が時刻通りに必要な58.6 km/h未満のため、加速はスケジュール達成に必要であり適切です。操作継続時間が5 秒以上でノコギリ運転は発生せず、安全・快適性に問題はありませんが、エネルギー効率の観点で若干の改善余地があります。
51.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,0.8,力行（加速）,7.5,70.0,49.2,1957.7,120.2,142.75,0.0,-6.7,この先制限速度なし,757m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.5,速度は制限内で安全性は確保されていますが、巡航フェーズでブレーキをかけている点が問題です。下り勾配と駅までの距離が十分にあるにも関わらず減速すると、エネルギー消費が増え定時性が損なわれます。直前の加速は7.5秒で5秒未満ではないためノコギリ運転には該当せず、危険はありませんが効率と快適性の観点で不適切です。
