time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
155.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,62.0,70.0,70.0,69.36,70.0,1325.7,25.0,249.99002329622814,0.0,0.0,この先制限速度なし,335m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度付近を惰行し、速度・CBTC・制限速度を遵守、ノコギリ運転もなく適切な運転と判断した。
114.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,14.0,惰行,6.0,70.0,70.0,69.41,70.0,1262.2,66.0,250.34116029250924,0.0,0.0,この先制限速度なし,272m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,required_speed が制限速度付近（70km/h）であるにも関わらず力行を続け、制限速度超過リスクが高く減点対象となるため0.3とした。
152.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,惰行,3.0,70.0,70.0,68.78,70.0,806.1,28.0,211.08279892970586,0.0,12.5,この先制限速度なし,16m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.6,遅延回復モードで制限速度付近にありながら加速を続け、制限速度−3km/h以上での力行は過剰加速とみなされ減点対象となるため。
162.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,4.0,70.0,70.0,68.26,70.0,940.5,18.0,207.97254871170284,0.0,12.5,この先制限速度なし,150m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,力行→惰行の切替が7秒未満で合理的根拠がなくノコギリ運転と判定され、上限0.3に抑制された。
190.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,惰行,6.0,70.0,70.0,67.67,70.0,408.2,0.0,220.47745635843583,11.0,6.1,この先制限速度なし,218m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度制限付近まで加速し、制限速度超過や停止位置逸脱がなく、遅延回復に適切な操作と判断した。
191.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,6.0,力行（加速）,6.0,70.0,70.0,67.88,70.0,383.3,0.0,221.81602321440366,12.0,6.1,この先制限速度なし,193m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで速度維持すべきところを惰行に切り替え、7秒未満の力行→惰行の切替でノコギリ運転と判定されたため評価を大幅に減点し0.2とした。
128.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,3.0,70.0,70.0,69.84,70.0,986.4,52.0,217.48995983060107,0.0,12.5,この先制限速度なし,196m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,加速から惰行への7秒未満の切替が合理的根拠なくノコギリ運転と判定され、reward上限が0.2に制限された。
182.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,6.0,力行（加速）,6.0,70.0,70.0,67.78,70.0,372.0,0.0,221.17813774536154,3.0,6.1,この先制限速度なし,181m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近の力行が必要だが、力行を止めて惰行に切り替え、かつノコギリ運転と判定されたため減点し0.3とした。
166.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,67.42,70.0,410.8,14.0,218.888868301759,0.0,6.1,この先制限速度なし,220m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.1,次駅減速フェーズで加速しており停止位置達成が不可能、かつノコギリ運転で減点されるため低評価。
113.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,8.0,惰行,4.0,70.0,70.0,67.28,70.0,1345.2,67.0,235.58581594468995,0.0,0.0,この先制限速度なし,355m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度が制限速度付近（67.3km/h）であり、必要な加速を継続しているため高評価とした。
193.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,67.63,70.0,648.1,0.0,237.98177900964967,14.0,0.0,この先制限速度なし,58m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで速度が制限速度‑3km/h以上(67.6km/h)にも関わらず力行を続け、過剰加速と判断され減点対象となる。
197.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,13.0,70.0,70.0,69.75,70.0,591.8,0.0,252.73495038382802,18.0,0.0,この先制限速度なし,1m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.5,遅延回復モードで速度維持に加速が必要な局面で惰行に切り替えているため、定時性が損なわれ評価を減点した。
170.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,14.0,70.0,70.0,70.2,70.0,531.0,10.0,236.85548258201237,0.0,6.1,この先制限速度なし,341m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.0,制限速度を0.2km/h超過し即時0点ルールに該当するためrewardは0.0となる。
140.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,41.0,70.0,70.0,69.63,70.0,1132.5,40.0,251.88887750262768,0.0,0.0,この先制限速度なし,142m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度は制限速度付近にあり、制限速度・CBTC遵守、ノコギリ運転なし、停止位置余裕あり。惰行は許容範囲で高評価。
151.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,62.0,ブレーキ（減速）,30.0,70.0,70.0,69.66,70.0,1403.2,29.0,252.10027244186875,0.0,0.0,この先制限速度なし,413m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近までの加速が必要だが、現在速度が制限速度−3km/h以上の状態で力行を継続し、超過加速と判断されたため減点した。
138.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,46.0,惰行,6.0,70.0,70.0,67.62,70.0,1433.8,42.0,237.9131663396084,0.0,0.0,この先制限速度なし,443m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,normal,1.0,制限速度・CBTCを遵守し、required_speed未達のため加速は適切で、ノコギリ運転や間隔問題はなし。
128.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,47.0,惰行,6.0,70.0,70.0,69.75,70.0,1328.8,52.0,252.73495038382802,0.0,0.0,この先制限速度なし,338m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近に過剰な力行を続けており、制限速度超過リスクがあるため減点し0.2とする。
196.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,68.01,70.0,542.7,0.0,222.6465586755118,17.0,6.1,この先制限速度なし,352m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードでrequired_speedが制限速度付近。現在の力行はspeed_limit‑2km/hで過剰加速となり、さらにノコギリ運転（1s加速＋6s惰行）で短時間切替が判定されたため大幅減点しreward 0.2とした。
169.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,惰行,6.0,70.0,70.0,67.53,70.0,248.7,11.0,219.58718472027678,0.0,6.1,この先制限速度なし,58m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近の過剰加速とノコギリ運転が判定され、停止位置もやや遅れたため低評価。
132.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,3.0,70.0,70.0,69.74,70.0,1052.2,48.0,252.6643940899223,0.0,0.0,この先制限速度なし,62m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,加速→惰行が3秒未満で切り替わり合理的根拠がなくノコギリ運転と判定され、上限0.3に抑えて0.2とした。
176.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,9.0,70.0,70.0,69.66,70.0,520.3,4.0,233.31383686605335,0.0,6.1,この先制限速度なし,330m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.5,遅延回復モードで制限速度付近を維持すべきなのに惰行しているため評価を下げ、rewardを0.5とした。
157.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,5.0,70.0,70.0,69.31,70.0,713.9,23.0,249.63911488902886,0.0,0.0,この先制限速度なし,123m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.4,遅延回復モードで制限速度付近に達しているのに力行を続け過剰加速となり、エネルギー無駄で定時性向上に寄与しないため減点。
157.0,Train11,巡航フェーズ（駅間走行中）,惰行中,6.0,力行（加速）,62.0,70.0,70.0,68.87,70.0,1287.3,23.0,246.56098452649582,0.0,0.0,この先制限速度なし,297m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度付近を維持すべき巡航フェーズにおいて、速度は限界近くで惰行のみで過加速やCBTC違反がなく安全に運転しているため高評価とした。
180.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,19.0,70.0,70.0,67.98,70.0,931.5,0.0,206.30678339701203,1.0,12.5,この先制限速度なし,141m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度付近を維持すべきところ、現在速度68km/hは制限70km/hの許容帯内で惰行は適切と判断し高評価。
167.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,3.0,70.0,70.0,68.83,70.0,944.3,13.0,211.38300349981395,0.0,12.5,この先制限速度なし,154m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近の帯にあり力行が求められるが惰行を続け、かつ短時間のノコギリ運転が判定されたため減点。
171.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,67.99,70.0,869.1,9.0,206.36616662148296,0.0,12.5,この先制限速度なし,79m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで速度が制限速度付近(68km/h)に達しながら加速し、上限超過リスクとノコギリ運転が発生しているため減点し0.2とする。
180.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,67.89,70.0,969.1,0.0,205.77269585840543,1.0,12.5,この先制限速度なし,179m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近(−2.1km/h)に力行を続け過剰加速リスクとノコギリ運転が判定されたため減点し0.3とした。
179.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,13.0,70.0,70.0,69.65,70.0,619.1,1.0,252.02979832902264,0.0,0.0,この先制限速度なし,29m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.6,遅延回復モードで制限速度付近の力行が必要なのに惰行に留まり、速度回復を怠っているため評価を下げた。
184.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,69.12,70.0,497.4,0.0,229.79707907744154,5.0,6.1,この先制限速度なし,307m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近にありながら加速し、上限超過リスクとノコギリ運転が判定されたため減点し0.2とする。
116.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,57.0,ブレーキ（減速）,30.0,70.0,70.0,67.44,70.0,1498.5,64.0,236.67971298008484,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.6,遅延回復モードで制限速度付近を超える力行を継続し、エネルギー効率が低下しているため減点し、rewardは0.6とする。
177.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,9.0,70.0,70.0,69.2,70.0,501.0,3.0,230.31650785535157,0.0,6.1,この先制限速度なし,310m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで制限速度付近を維持しつつ惰行中、速度・信号遵守、ノコギリ運転なし、停車位置も確保できるため高評価。
167.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,5.0,70.0,70.0,70.07,70.0,516.9,13.0,236.00059229022355,0.0,6.1,この先制限速度なし,326m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.0,現在速度が制限速度70km/hを0.1km/h超過しており、即時0.0ルールが適用されるため評価は0.0となる。
184.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,14.0,70.0,70.0,70.17,70.0,777.0,0.0,255.70655357068816,5.0,0.0,この先制限速度なし,186m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.0,現在速度が制限速度70km/hを0.2km/h上回っており、即時0.0ルールに該当するため、rewardは0.0とした。
152.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,69.68,70.0,1164.5,28.0,252.2412480651063,0.0,0.0,この先制限速度なし,174m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近にありながら力行を続け、過剰加速と短時間のノコギリ運転となり減点したため。
187.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,10.0,惰行,3.0,70.0,70.0,69.53,70.0,828.5,0.0,215.60687496909546,8.0,12.5,この先制限速度なし,38m先で上り勾配12.5‰が終わり平坦になる,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近以上の力行は過剰加速とみなされ、制限超過リスクが高く評価を下げたため。
149.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,10.0,70.0,70.0,69.85,70.0,1191.1,31.0,253.44101531335284,0.0,0.0,この先制限速度なし,201m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで制限速度付近を惰行しており、速度・CBTC・制限速度すべて遵守、ノコギリ運転なしで適切な運転と判断した。
123.0,Train11,巡航フェーズ（駅間走行中）,惰行中,6.0,力行（加速）,8.0,70.0,70.0,68.53,70.0,1123.4,57.0,244.1945755513254,0.0,0.0,この先制限速度なし,133m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.7,遅延回復モードでrequired_speed付近の力行が続かず惰行のみとなり、遅延回復に不適切なため減点し0.7とする。
192.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,16.0,70.0,70.0,68.78,70.0,341.5,0.0,227.5956149385265,13.0,6.1,この先制限速度なし,151m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度・CBTC遵守、停止位置は十分に確保され、現在の惰行は減速開始前で適切と判断し高評価。
150.0,Train11,巡航フェーズ（駅間走行中）,惰行中,6.0,力行（加速）,13.0,70.0,70.0,68.51,70.0,563.5,30.0,225.8544442939177,0.0,6.1,この先制限速度なし,373m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,required_speed が制限速度に近く、現在速度は制限未満で惰行は遅延回復に最適、違反や過剰加速なし。
124.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,62.0,70.0,70.0,69.6,70.0,1345.0,56.0,251.67756476654287,0.0,0.0,この先制限速度なし,355m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,1.0,遅延回復モードで速度が制限速度付近にあり惰行が適切、制限速度・CBTC遵守、即0ルールなしで高評価。
137.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,69.6,70.0,1155.2,43.0,251.67756476654287,0.0,0.0,この先制限速度なし,165m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近に過剰な力行を続け、保持時間が7秒未満のノコギリ運転と判断されたため減点。
172.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,2.0,惰行,6.0,70.0,70.0,68.96,70.0,564.3,8.0,228.75986369423148,0.0,6.1,この先制限速度なし,374m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近に過剰加速し、かつノコギリ運転と判定されたため減点し、reward 0.2とした。
144.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,1.0,70.0,70.0,69.06,70.0,1248.4,36.0,247.888003197248,0.0,0.0,この先制限速度なし,258m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.0,直前の加速から5秒未満の惰行への切替が合理的理由なく行われ、ノコギリ運転と判定され上限0.0点となった。
198.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,68.47,70.0,504.8,0.0,225.59702435438808,19.0,6.1,この先制限速度なし,314m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.3,遅延回復モードで制限速度付近以上の力行は過剰加速とみなされ、さらにノコギリ運転が判定されたため減点し、rewardは0.3とした。
205.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.0,力行（加速）,9.0,70.0,70.0,70.03,70.0,370.2,0.0,235.7378388405899,26.0,6.1,この先制限速度なし,180m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで制限速度付近を維持し、速度超過や信号違反がなく、停止位置も十分確保されているため高評価。
138.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,62.0,70.0,70.0,69.85,70.0,1364.4,42.0,253.44101531335284,0.0,0.0,この先制限速度なし,374m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.6,遅延回復モードで制限速度付近にいるが、加速すべき力行が惰行に留まっているため評価を減点し0.6とした。
181.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.0,力行（加速）,8.0,70.0,70.0,69.54,70.0,349.7,0.0,232.5301825735057,2.0,6.1,この先制限速度なし,159m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.9,遅延回復モードで速度制限内に留まり、ブレーキ開始前の適切な惰行を継続しているため高評価とし、rewardを0.9とした。
149.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,14.0,70.0,70.0,69.91,70.0,589.3,31.0,234.95039677386603,0.0,6.1,この先制限速度なし,399m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,遅延回復モードで制限速度付近を維持すべきところ、現在速度は限界内で惰行して安全かつ省エネだが加速が無く速度低下リスクがあるため0.8とした。
157.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,68.55,70.0,1117.6,23.0,244.33348265756715,0.0,0.0,この先制限速度なし,127m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.2,遅延回復モードで制限速度付近に過剰に加速し、ノコギリ運転と判定されたため評価を大幅に減点し0.2とした。
164.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,5.0,力行（加速）,9.0,70.0,70.0,68.2,70.0,293.4,16.0,223.8630284410986,0.0,6.1,この先制限速度なし,103m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,normal,0.8,次駅減速フェーズで必要速度70km/hに対し68.2km/hの惰行は加速すべきであり、軽度のフェーズ違反があるため評価を下げた。
151.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,12.0,70.0,70.0,69.28,70.0,682.0,29.0,249.42867958567,0.0,0.0,この先制限速度なし,91m先に上り勾配6.1‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.7,遅延回復モードでは制限速度付近の力行継続が必要だが、現在は惰行のみで速度維持が不十分なため評価を下げた。
165.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,67.92,70.0,566.1,15.0,222.0714179754002,0.0,6.1,この先制限速度なし,376m先に上り勾配9.2‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,normal,0.5,巡航フェーズでrequired_speed未達のため加速は適切だが、前の惰行6秒・加速4秒と保持時間が7秒未満のノコギリ運転と判定され、reward上限が0.5に制限された。
148.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,20.0,70.0,70.0,69.91,70.0,1190.0,32.0,253.86509231954773,0.0,0.0,この先制限速度なし,199m先に上り勾配12.5‰あり,先行列車なし,後続列車なし,0.0,0.0,,0.0,70.0,0.0,delay_recovery,0.8,遅延回復モードで速度維持に力行が必要なのに惰行を続けているため評価を下げ、rewardを0.8とした。
