time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
1485.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.47,70.0,70.0,190.3,168.98,21.32000000000002,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.7,減速フェーズでdelta_stopが正で信号・制限速度を遵守、ノコギリ運転なし、遅延0秒のため最高評価とした。
2058.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,15.6,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,加速が適切で制限速度・CBTCを遵守し、停車位置に余裕があるため高評価とし1.0とした。
3214.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,69.3,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.5,加速がdelta_stop>0かつ速度制限・CBTC内で、停止位置確保に支障なく遅延回復に有効なため高評価とした。
3983.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,95.4,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,加速はCBTC信号内でdelta_stopが正で停止可能、速度超過やノコギリ運転なし、全項目で安全かつ適切と判断したため。
393.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.5,70.0,70.0,0.5,0.6578481505843403,-0.15784815058434032,15.0,0.0,2000.0,0.4〜0.7,ブレーキなし、-2m<delta_stop<0m → やや減点,0.4,0.2,停止位置が-0.16mで過走し、減速フェーズでブレーキせず惰行したため評価を低くし、0.4とした。
4.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,5.1,0.053731928280769,5.046268071719231,0.0,0.0,2000.0,0.5〜0.7,ブレーキ中、5m<delta_stop<=15m → 0.5〜0.7,0.6,0.8,ブレーキ開始が必要停止位置より約5m早く、やや早すぎる減速と判断し中程度の減点とした。
15.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,5.2,0.2148808499115298,4.985119150088471,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.7,ブレーキが適切に作動し、delta_stopが5m以内で停止位置が確保できているため高評価とした。
24.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,70.0,70.0,5.9,0.8591290338111179,5.040870966188883,0.0,0.0,2000.0,0.5〜0.7,ブレーキ中、5m<delta_stop<=15m → 0.5〜0.7,0.6,0.8,ブレーキは適切だがdelta_stopが5.04mで5mをわずかに超えているため、やや減点しrewardを0.6とした。
37.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,70.0,70.0,6.9,1.9320896692087235,4.967910330791277,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキ中のdelta_stopが4.97mで±5m以内の許容範囲に収まり、速度・CBTC遵守、ノコギリ運転なしと判断し高評価とした。
51.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.0,70.0,70.0,8.4,3.4330224744536846,4.966977525546316,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.7,ブレーキが適切に掛かり、delta_stopが5m以内で停止位置が正確なため安全かつ定時性に問題なく高評価とした。
