time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
114.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,42.0,ブレーキ（減速）,6.0,70.0,70.0,59.44,70.0,1227.1,46.0,184.90443859607046,0.0,0.0,この先制限速度なし,237m先に上り勾配12.5‰あり,前方1167.4m先を23.6km/h,後続列車なし,5.0,79.0,未発車,40.0,59.1,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度は target_speed_no_stop (59.1 km/h) を 5 km/h 以内で維持し、制限速度・CBTC も遵守しているため高評価。
169.4999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,力行（加速）,0.1,70.0,0.0,16.93,16.9,16.9,8.5,13.62883502864988,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方17.3m先を0.0km/h,後続列車なし,5.0,8.5,未発車,55.0,7.1,anti_mid_stop,0.9,先行列車が停車中で駅間停車防止モード。CBTC0km/hに合わせブレーキ減速し停止位置も適正、ノコギリ運転なしで安全かつ定時性が保たれるため高評価。
141.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,惰行,1.0,70.0,70.0,62.35,70.0,760.2,37.0,203.04393607155677,0.0,0.0,この先制限速度なし,170m先に上り勾配6.1‰あり,前方760.6m先を0.0km/h,後続列車なし,5.0,52.0,未発車,40.0,51.1,anti_mid_stop,0.9,先行列車が停車しているため駅間停車防止モードとなり、現在速度はtarget_speed_no_stop上限を超えているのでブレーキで速度を下げる操作は適切であり、他に安全違反はない。
84.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,6.0,70.0,70.0,66.73,66.7,1059.1,76.0,231.84355418695083,0.0,0.0,この先制限速度なし,69m先に上り勾配12.5‰あり,前方999.5m先を23.6km/h,後続列車なし,5.0,64.0,未発車,70.0,60.3,anti_mid_stop,0.5,駅間停車防止モードで target_speed_no_stop(60.3km/h) を超える66.7km/hで走行し過加速となり、先行列車との間隔が縮小しエネルギー効率も低下しているため減点した。
107.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,12.0,70.0,70.0,58.74,70.0,772.1,46.0,180.66060699186315,0.0,0.0,この先制限速度なし,182m先に上り勾配6.1‰あり,前方657.6m先を32.8km/h,後続列車なし,5.0,56.0,未発車,40.0,48.3,anti_mid_stop,0.9,先行列車が塞いでいる駅間停車防止モードで、現在速度はtarget_speed_no_stopを上回っているが惰行により減速に向かっているため適切と判断し高評価とした。
124.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,28.0,ブレーキ（減速）,6.0,70.0,70.0,61.9,61.9,359.4,54.0,185.19191311207533,0.0,6.1,この先制限速度なし,169m先に上り勾配9.2‰あり,前方359.8m先を0.0km/h,後続列車なし,5.0,24.0,未発車,55.0,61.9,normal,0.5,次駅減速フェーズで力行しているため、停止位置への到達が遅れ安全余裕が減少し減点対象となる。
60.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,6.0,70.0,70.0,57.62,70.0,1468.9,55.0,173.96750937718312,0.0,0.0,この先制限速度なし,478m先に上り勾配12.5‰あり,前方909.1m先を61.8km/h,後続列車なし,5.0,118.0,未発車,55.0,52.2,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードとなり、現在速度はtarget_speed_no_stop＋5km/h以内で惰行しており安全・適切な運転と判断した。
46.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,38.0,70.0,70.0,56.01,70.0,1788.0,57.0,180.6891661714667,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方1072.2m先を63.4km/h,後続列車なし,0.0,127.0,未発車,55.0,44.5,anti_mid_stop,0.2,先行が塞いで駅間停車防止モード。target_speed_no_stop44.5km/h を超える速度で惰行し機外停車リスクがあるため減点し0.2とした。
83.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,6.0,70.0,70.0,66.96,67.0,1077.7,76.0,233.4051035543375,0.0,0.0,この先制限速度なし,87m先に上り勾配12.5‰あり,前方1011.3m先を24.9km/h,後続列車なし,5.0,65.0,未発車,70.0,61.3,anti_mid_stop,0.4,先行列車が塞いで駅間停車防止モード中に、target_speed_no_stopを超える速度を維持しつつ、力行→惰行への短時間切替に合理的理由がなくノコギリ運転と判定されたため、rewardは0.4とした。
171.89999999999938,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,惰行,0.1,70.0,0.0,13.83,13.8,5.8,6.1,9.103046280711052,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方6.1m先を0.0km/h,後続列車なし,0.0,1.1,未発車,55.0,4.2,anti_mid_stop,0.0,δ_stopが-3.3mで低速域の許容範囲を超え、停止位置が確実にオーバーランするため安全上重大な問題となりreward=0.0となる。
153.0,Train11,巡航フェーズ（駅間走行中）,惰行中,7.0,力行（加速）,6.0,70.0,70.0,55.52,70.0,593.2,25.0,161.7413004548483,0.0,0.0,この先制限速度なし,3m先に上り勾配6.1‰あり,前方593.6m先を0.0km/h,後続列車なし,5.0,40.0,未発車,40.0,48.9,anti_mid_stop,1.0,先行列車が塞いでいるため駅間停車防止モード。現在はtarget_speed_no_stopを少し上回っているが惰行で速度を落とす適切な操作であり、制限速度・CBTC遵守、停止位置も確保できている。
69.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,惰行,6.0,70.0,70.0,66.88,70.0,1272.9,57.0,232.86140188360332,0.0,0.0,この先制限速度なし,282m先に上り勾配12.5‰あり,前方862.9m先を58.0km/h,後続列車なし,5.0,79.0,未発車,55.0,62.4,anti_mid_stop,0.5,先行列車が塞いで駅間停車防止モード。target_speed_no_stop付近で加速は許容されるが、力行↔惰行のノコギリ運転が判定され、reward上限0.5となる。
104.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,7.0,惰行,6.0,70.0,70.0,65.12,65.1,705.3,74.0,221.04979815051843,0.0,0.0,この先制限速度なし,115m先に上り勾配6.1‰あり,前方705.7m先を0.0km/h,後続列車なし,5.0,29.0,未発車,70.0,65.1,normal,0.6,巡航フェーズでrequired_speedに達しているのに不要な力行を続け、エネルギー無駄となるため減点し、0.6とする。
47.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,27.0,惰行,6.0,70.0,70.0,52.12,70.0,1787.5,35.0,156.8898469510633,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方740.0m先を63.5km/h,後続列車なし,5.0,116.0,未発車,40.0,50.3,anti_mid_stop,0.9,先行列車が塞いで駅間停車防止モード。現在速度はtarget_speed_no_stop＋5km/h以内で加速しており安全・過加速なしと判断し高評価。
42.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,42.0,70.0,70.0,58.6,70.0,1745.8,51.0,197.41373886911762,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方872.9m先を62.9km/h,後続列車なし,5.0,106.0,未発車,55.0,55.4,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stop上限以内で惰行しており、制限・CBTC遵守、間隔・エネルギー面も問題なし。
41.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,40.0,70.0,70.0,56.9,70.0,1762.1,75.0,186.3574676048426,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方1219.4m先を61.4km/h,後続列車なし,0.0,117.0,未発車,70.0,48.8,anti_mid_stop,0.8,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop超過だが惰行に切り替えて減速しようとしているため適切と判断した。
81.0,Train11,巡航フェーズ（駅間走行中）,惰行中,8.0,力行（加速）,6.0,70.0,70.0,66.26,70.0,1052.8,60.0,228.6677646112828,0.0,0.0,この先制限速度なし,62m先に上り勾配12.5‰あり,前方818.2m先を45.4km/h,後続列車なし,5.0,67.0,未発車,55.0,58.1,anti_mid_stop,0.8,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stopを上回っているが惰行で減速しようとしており、過剰な力行や信号違反はなく安全かつエネルギー効率的な運転と判断した。
144.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,54.71,70.0,733.1,34.0,157.13870716434798,0.0,0.0,この先制限速度なし,143m先に上り勾配6.1‰あり,前方733.5m先を0.0km/h,後続列車なし,5.0,49.0,未発車,40.0,51.5,anti_mid_stop,0.4,先行列車が停止しているため駅間停車防止モード。速度はtarget_speed_no_stop上限内だが、短時間の力行切替がノコギリ運転と判定され、上限0.5に抑えた。
108.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,3.0,70.0,70.0,60.11,60.1,650.9,70.0,189.00995862481247,0.0,0.0,この先制限速度なし,60m先に上り勾配6.1‰あり,前方651.3m先を0.0km/h,後続列車なし,5.0,40.0,未発車,70.0,60.1,anti_mid_stop,0.3,先行列車が停車しているため駅間停車防止モード。現在はtarget_speed_no_stopと同速で惰行だが、直前の力行から2秒未満の惰行への切替に合理的理由がなくノコギリ運転と判定し、上限0.3点に抑えた。
40.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,41.0,ブレーキ（減速）,30.0,70.0,70.0,56.87,70.0,1777.9,50.0,186.16505544331773,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方870.1m先を62.7km/h,後続列車なし,5.0,108.0,未発車,55.0,55.8,anti_mid_stop,0.9,先行列車が塞いでいる駅間停車防止モードで、現在速度はtarget_speed_no_stop＋5km/h以内の加速で安全違反や過加速はなく高評価とする。
180.2999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.6,力行（加速）,1.7000000000000004,70.0,0.0,29.9,70.0,46.7,0.0,42.31488414524785,2.4,9.2,この先制限速度なし,この先目立った勾配なし,前方47.1m先を0.0km/h,後続列車なし,0.0,7.7,未発車,40.0,12.3,anti_mid_stop,0.9,先行列車が停車しているため駅間停車防止モード。CBTC0km/hに従いブレーキで減速し、停止位置は許容範囲内、ノコギリ運転もなし。
78.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,惰行,6.0,70.0,70.0,66.75,69.6,1171.1,76.0,231.97914714215167,0.0,0.0,この先制限速度なし,181m先に上り勾配12.5‰あり,前方1065.6m先を31.5km/h,後続列車なし,5.0,70.0,未発車,70.0,63.6,anti_mid_stop,0.5,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stopをわずか上回り加速は許容範囲だが、惰行から5秒の短時間力行はノコギリ運転と判定され、reward上限0.5に抑えられる。
86.0,Train11,巡航フェーズ（駅間走行中）,惰行中,7.0,力行（加速）,6.0,70.0,70.0,66.26,66.3,1022.2,76.0,228.6677646112828,0.0,0.0,この先制限速度なし,32m先に上り勾配12.5‰あり,前方974.9m先を21.0km/h,後続列車なし,5.0,62.0,未発車,70.0,60.1,anti_mid_stop,1.0,先行列車が塞いでいる駅間停車防止モードで、現在はtarget_speed_no_stopを超えているが惰行により速度を低減中で安全・制限・CBTCを遵守しているため高評価。
82.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,6.0,70.0,70.0,67.2,67.3,1096.3,76.0,235.03975235127996,0.0,0.0,この先制限速度なし,106m先に上り勾配12.5‰あり,前方1022.8m先を26.2km/h,後続列車なし,5.0,66.0,未発車,70.0,62.3,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stop＋5km/h以内で惰行し、制限速度・CBTC遵守、間隔安全、エネルギー効率も良好なため高評価。
165.99999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0000000000000004,力行（加速）,0.1,70.0,0.0,29.97,30.0,41.8,12.0,42.512051955115226,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方42.1m先を0.0km/h,後続列車なし,0.0,7.0,未発車,55.0,11.5,anti_mid_stop,0.9,先行列車が塞いでいる駅間停車防止モードで、ブレーキはCBTC 0km/hに従い適切かつ停止位置も許容範囲内。
71.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,6.0,70.0,70.0,67.8,70.0,1235.5,58.0,239.149602700081,0.0,0.0,この先制限速度なし,245m先に上り勾配12.5‰あり,前方857.4m先を57.2km/h,後続列車なし,5.0,77.0,未発車,55.0,61.8,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stopを少し上回っているが惰行で減速させる操作は適切と判断し高評価とした。
54.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,22.0,70.0,70.0,51.14,70.0,1677.4,30.0,151.146283846765,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方665.0m先を63.1km/h,後続列車なし,10.0,114.0,未発車,40.0,48.0,anti_mid_stop,0.9,先行列車が塞いで駅間停車防止モード。現在速度がtarget_speed_no_stop付近で惰行し、制限速度・CBTC遵守、間隔適正のため高評価。
116.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,ブレーキ（減速）,4.0,70.0,70.0,52.73,54.1,732.3,62.0,146.15474123228023,0.0,0.0,この先制限速度なし,142m先に上り勾配6.1‰あり,前方732.7m先を0.0km/h,後続列車なし,0.0,27.0,未発車,70.0,54.1,normal,0.3,直前のブレーキから惰行への短時間切替が合理的理由なく行われ、ノコギリ運転と判定され上限0.3点に抑えられた。
61.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,2.0,力行（加速）,9.0,70.0,70.0,56.18,70.0,1474.3,61.0,165.53824354620406,0.0,0.0,この先制限速度なし,484m先に上り勾配12.5‰あり,前方1015.4m先を59.3km/h,後続列車なし,0.0,112.0,未発車,55.0,54.5,anti_mid_stop,0.9,先行列車が次駅未発車で駅間停車防止モード。現在速度は target_speed_no_stop＋5km/h以内でブレーキは上限調整に適切、他の安全項目に違反なし。
154.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.0,力行（加速）,7.0,70.0,70.0,46.12,70.0,318.4,24.0,103.76979770749877,0.0,6.1,この先制限速度なし,128m先に上り勾配9.2‰あり,前方318.7m先を0.0km/h,後続列車なし,5.0,24.0,未発車,40.0,39.6,anti_mid_stop,0.8,先行列車が停車しているため駅間停車防止モード。現在速度がtarget_speed_no_stop上限を僅かに超えているが惰行で減速させる操作は適切で、他に安全違反はなく評価は高めとした。
56.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,10.0,70.0,70.0,56.36,70.0,1554.3,60.0,166.58103514474007,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方1011.7m先を61.4km/h,後続列車なし,0.0,117.0,未発車,55.0,55.6,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stop付近で上限を超えておらず、制限速度・CBTC遵守・安全上の問題はなく適切な力行と判断した。
172.99999999999932,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,力行（加速）,0.1,70.0,0.0,11.13,11.1,2.0,5.0,5.900026053037824,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方2.8m先を2.8km/h,後続列車なし,0.0,0.0,未発車,55.0,11.1,normal,0.0,低速走行中にdelta_stopが-3.9mで停止位置が大幅に手前になるため、次駅減速フェーズでのオーバーランリスクが高く評価は0.0とした。
163.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,力行（加速）,6.0,70.0,70.0,49.06,70.0,439.2,15.0,117.2331741597683,0.0,6.1,この先制限速度なし,249m先に上り勾配9.2‰あり,前方439.6m先を0.0km/h,後続列車なし,5.0,30.0,未発車,40.0,48.0,anti_mid_stop,0.2,先行列車が停車しているため駅間停車防止モード。現在速度はtarget_speed_no_stop付近だがブレーキで速度を下げ過ぎ遅延リスクがあり、ノコギリ運転と判定され上限0.3点に抑えられる。
51.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,10.0,70.0,70.0,52.92,70.0,1628.7,40.0,147.19228466501445,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方738.3m先を62.8km/h,後続列車なし,0.0,137.0,未発車,40.0,51.9,anti_mid_stop,0.8,先行列車が塞いでいる駅間停車防止モードで、現在速度はtarget_speed_no_stop付近（+1km/h）であり、加速は上限超過せず適切と判断したため高評価。
50.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,30.0,惰行,6.0,70.0,70.0,54.94,70.0,1742.9,35.0,173.98412623568808,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方748.0m先を62.9km/h,後続列車なし,5.0,113.0,未発車,40.0,51.2,anti_mid_stop,0.4,先行列車が塞いでいるためtarget_speed_no_stopを超える加速は機外停車リスクを高め、過剰な力行は不適切と判断した。
177.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,3.0,70.0,68.2,49.14,70.0,273.2,1.0,117.61058252459699,0.0,6.1,この先制限速度なし,83m先に上り勾配9.2‰あり,前方273.6m先を0.0km/h,後続列車なし,5.0,16.0,未発車,40.0,43.3,anti_mid_stop,0.2,先行列車が駅で停止しているため駅間停車防止モード。現在速度がtarget_speed_no_stop上限を超えており、不要なブレーキで遅延を招く上にノコギリ運転と判定されたためrewardを0.2に抑える。
177.99999999999932,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.600000000000001,惰行,0.1,70.0,0.0,14.49,70.0,12.7,0.0,9.990726981739897,0.1,9.2,この先制限速度なし,この先目立った勾配なし,前方13.4m先を2.8km/h,後続列車なし,5.0,0.0,未発車,55.0,70.0,normal,0.5,低速域でdelta_stopが2.71mと許容範囲(≤1m)を超えているためやや減点し、総合評価は0.5とする。
49.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,22.0,ブレーキ（減速）,6.0,70.0,70.0,49.93,70.0,1748.1,30.0,144.19574435268757,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方647.8m先を63.4km/h,後続列車なし,10.0,119.0,未発車,40.0,47.6,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードと判定し、速度はtarget_speed_no_stop上限＋5km/h以内で加速中、制限・CBTC遵守、ノコギリ運転なしと評価し高評価とした。
70.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,67.34,70.0,1254.2,57.0,235.9957508358702,0.0,0.0,この先制限速度なし,264m先に上り勾配12.5‰あり,前方860.3m先を57.6km/h,後続列車なし,5.0,78.0,未発車,55.0,62.1,anti_mid_stop,0.3,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 62.1km/h を超える67.3km/h の力行とノコギリ運転があり、過加速と間隔縮小・エネルギー浪費が重なったため減点し、rewardは0.3とした。
51.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,32.0,70.0,70.0,53.42,70.0,1743.1,35.0,164.66593826959243,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方765.6m先を63.1km/h,後続列車なし,5.0,127.0,未発車,40.0,42.5,anti_mid_stop,0.2,先行列車が塞いで駅間停車防止モードであるにもかかわらず、現在速度が target_speed_no_stop(42.5km/h) を大きく上回り機外停車リスクがあるため減点し、rewardを0.2とした。
77.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,6.0,70.0,70.0,67.2,70.0,1126.9,60.0,235.03975235127996,0.0,0.0,この先制限速度なし,136m先に上り勾配12.5‰あり,前方839.1m先を50.4km/h,後続列車なし,5.0,71.0,未発車,55.0,59.2,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在はtarget_speed_no_stopを超えているが惰行で減速に向かう適切操作で、速度・CBTC・安全すべて遵守。
129.0,Train11,巡航フェーズ（駅間走行中）,惰行中,22.0,力行（加速）,12.0,70.0,70.0,55.43,55.4,431.9,47.0,149.10204343519263,0.0,6.1,この先制限速度なし,241m先に上り勾配9.2‰あり,前方430.3m先を4.3km/h,後続列車なし,5.0,34.0,未発車,40.0,43.5,anti_mid_stop,0.9,先行列車が塞いでいる駅間停車防止モードで、現在は上限速度を超えず惰行により速度を自然減速させようとしているため高評価。
176.6999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,11.799999999999994,力行（加速）,6.0,70.0,24.2,33.21,70.0,77.5,1.3,52.13087957364994,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方77.9m先を0.0km/h,後続列車なし,0.0,11.3,未発車,40.0,16.4,anti_mid_stop,0.0,CBTC信号速度24.2km/hを超える33.2km/hでブレーキせず走行しており、即時0点ルールに該当するためrewardは0.0とした。
159.1,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.199999999999999,惰行,2.0,70.0,29.2,31.65,31.6,89.9,18.9,47.379304748821475,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方90.3m先を0.0km/h,後続列車なし,5.0,18.9,未発車,55.0,16.8,anti_mid_stop,0.0,現在速度31.6km/hがCBTC信号速度29.2km/hを超えており、即時0点ルールに該当するためrewardは0.0とする。
82.0,Train11,巡航フェーズ（駅間走行中）,惰行中,9.0,力行（加速）,6.0,70.0,70.0,66.03,70.0,1034.4,61.0,227.12110333511856,0.0,0.0,この先制限速度なし,44m先に上り勾配12.5‰あり,前方812.3m先を44.2km/h,後続列車なし,5.0,66.0,未発車,55.0,58.2,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop を5km/h 超えて過剰加速となり、間隔も不適切なため評価を低くした。
47.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,49.17,70.0,1734.8,51.0,139.91005173980685,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方948.9m先を62.8km/h,後続列車なし,5.0,116.0,未発車,55.0,48.6,anti_mid_stop,0.9,先行列車が塞いで駅間停車防止モード。現在速度はtarget_speed_no_stop付近で加速は許容範囲内、制限・CBTC遵守、間隔も適切なため高評価。
84.0,Train11,巡航フェーズ（駅間走行中）,惰行中,11.0,力行（加速）,6.0,70.0,70.0,65.57,70.0,997.8,61.0,224.0424869418869,0.0,0.0,この先制限速度なし,7m先に上り勾配12.5‰あり,前方799.5m先を41.7km/h,後続列車なし,5.0,64.0,未発車,55.0,57.3,anti_mid_stop,0.4,先行が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop＋5km/h を超えて過加速となり機外停車リスクがあるため減点し、rewardを0.4とした。
