time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
89.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,13.0,惰行,6.0,70.0,70.0,57.18,70.0,1175.2,18.0,171.37083840663763,0.0,0.0,この先制限速度なし,185m先に上り勾配12.5‰あり,前方511.9m先を62.7km/h,後続列車なし,10.0,109.0,未発車,25.0,44.4,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モード。target_speed_no_stop44.4km/hを超えて57.2km/hで力行し、機外停車リスクがあるため減点し0.2とする。
117.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,ブレーキ（減速）,6.0,70.0,70.0,38.06,70.0,633.3,33.0,76.78651997428011,0.0,0.0,この先制限速度なし,43m先に上り勾配6.1‰あり,前方489.8m先を36.8km/h,後続列車なし,10.0,89.0,未発車,32.0,28.5,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 28.5km/h を超える 38.1km/h の力行は過加速で機外停車リスクがあり、さらにノコギリ運転と判定されたため評価を低くし0.2とした。
89.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,67.99,70.0,890.6,37.0,206.36616662148296,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方480.6m先を58.0km/h,後続列車なし,10.0,109.0,未発車,40.0,62.0,anti_mid_stop,0.6,先行列車が塞いでいるため駅間停車防止モード。現在速度がtarget_speed_no_stop 62km/hを5km/h超えて加速しており、機外停車リスクがあるため減点し、rewardは0.6とする。
42.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,43.0,ブレーキ（減速）,30.0,70.0,70.0,58.6,70.0,1745.8,30.0,197.41373886911762,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方522.8m先を63.5km/h,後続列車なし,10.0,156.0,未発車,40.0,31.4,anti_mid_stop,0.2,駅間停車防止モードでtarget_speed_no_stop(31.4km/h)を大幅に上回る力行(58.6km/h)は機外停車リスクが高く、過加速として減点しrewardを0.2とした。
41.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,42.0,ブレーキ（減速）,30.0,70.0,70.0,57.74,70.0,1762.0,30.0,191.783046892321,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方521.4m先を62.9km/h,後続列車なし,10.0,157.0,未発車,40.0,31.3,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 31.3km/h を大幅に超える57.7km/h の力行は機外停車リスクが高く、評価を大きく減点した。
47.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,10.0,惰行,6.0,70.0,70.0,58.03,70.0,1678.6,30.0,193.67319567620933,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方543.3m先を63.1km/h,後続列車なし,10.0,136.0,未発車,40.0,36.3,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop を大幅に上回る力行となり機外停車リスクがあるため減点し0.2とした。
127.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,41.0,惰行,6.0,70.0,70.0,64.46,70.0,546.6,33.0,200.49014664759179,0.0,6.1,この先制限速度なし,356m先に上り勾配9.2‰あり,前方487.0m先を23.6km/h,後続列車なし,10.0,64.0,未発車,32.0,38.9,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop を大きく超えて力行しており機外停車リスクがあるため減点した。
99.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,53.17,70.0,1147.4,40.0,148.5628103901396,0.0,0.0,この先制限速度なし,157m先に上り勾配12.5‰あり,前方886.9m先を47.9km/h,後続列車なし,10.0,99.0,未発車,40.0,46.1,anti_mid_stop,0.1,先行が塞いでいる駅間停車防止モードでtarget_speed_no_stopを超える力行とノコギリ運転が判定され、間隔縮小・エネルギー非効率もあり大幅減点した。
52.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,14.0,惰行,6.0,70.0,68.4,60.91,70.0,1603.7,15.0,193.9677459195104,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方293.0m先を63.1km/h,後続列車なし,10.0,161.0,未発車,25.0,46.0,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop 46km/h を超えて力行し過加速している点が減点対象。
169.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,33.0,ブレーキ（減速）,6.0,70.0,70.0,50.31,70.0,459.5,9.0,123.19685744373261,0.0,6.1,この先制限速度なし,269m先に上り勾配9.2‰あり,前方459.9m先を0.0km/h,後続列車なし,10.0,44.0,未発車,25.0,39.5,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 39.5km/h を10.8km/h 超える力行は過加速とみなし機外停車リスクがあるため減点し0.2とした。
58.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,64.24,70.0,1466.6,30.0,215.2518603873123,0.0,0.0,この先制限速度なし,476m先に上り勾配12.5‰あり,前方524.0m先を62.5km/h,後続列車なし,10.0,140.0,未発車,40.0,46.3,anti_mid_stop,0.1,先行列車が塞いでいるanti_mid_stopモードで、target_speed_no_stop 46.3km/h を大幅に上回る力行と、7秒未満の短時間切替がノコギリ運転と判定され評価を大きく減点した。
40.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,2.0,惰行,6.0,70.0,64.0,50.73,70.0,1791.0,15.0,139.35916536653147,0.0,-2.1,この先制限速度なし,1m先に下り勾配6.7‰あり,前方269.8m先を63.5km/h,後続列車なし,10.0,173.0,未発車,25.0,41.8,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop 41.8km/h を超えて加速し、過剰加速と短時間切替が判定された。
140.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,15.0,惰行,6.0,70.0,70.0,50.34,70.0,622.5,38.0,133.4036133548433,0.0,0.0,この先制限速度なし,32m先に上り勾配6.1‰あり,前方622.9m先を0.0km/h,後続列車なし,10.0,58.0,未発車,40.0,37.6,anti_mid_stop,0.2,先行列車が塞いでいるためtarget_speed_no_stop 37.6km/hを超える力行は機外停車リスクを招き、エネルギー無駄となるため減点し0.2とする。
102.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,17.0,ブレーキ（減速）,6.0,70.0,70.0,54.21,70.0,1161.3,22.0,154.32918513200985,0.0,0.0,この先制限速度なし,171m先に上り勾配12.5‰あり,前方718.8m先を58.9km/h,後続列車なし,10.0,111.0,未発車,25.0,43.2,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop 43.2km/h を超える 54.2km/h の力行は過剰加速とみなされ減点し、reward=0.2 とした。
115.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,29.0,惰行,6.0,70.0,70.0,58.26,70.0,752.2,33.0,177.7774929791586,0.0,0.0,この先制限速度なし,162m先に上り勾配6.1‰あり,前方587.5m先を39.5km/h,後続列車なし,10.0,76.0,未発車,32.0,37.2,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop(37.2km/h)を大幅に上回る58.3km/hの力行は過剰加速とみなされ低評価となった。
62.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,43.0,ブレーキ（減速）,6.0,70.0,70.0,63.09,70.0,1547.1,22.0,207.78391970865937,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方534.7m先を63.1km/h,後続列車なし,10.0,144.0,未発車,32.0,47.8,anti_mid_stop,0.2,先行が塞いで駅間停車防止モード。target_speed_no_stop 47.8km/h を超えて63.1km/h の力行は過加速で機外停車リスクがあるため減点し、reward 0.2とする。
54.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,31.0,ブレーキ（減速）,6.0,70.0,70.0,56.91,70.0,1671.2,15.0,186.42162583461175,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方395.5m先を63.4km/h,後続列車なし,10.0,144.0,未発車,25.0,33.1,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop+5km/h を大きく超えて力行している点が減点要因。
151.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,26.0,惰行,6.0,70.0,70.0,56.19,70.0,458.9,27.0,153.14842254019726,0.0,6.1,この先制限速度なし,268m先に上り勾配9.2‰あり,前方459.3m先を0.0km/h,後続列車なし,10.0,47.0,未発車,40.0,38.4,anti_mid_stop,0.2,先行列車が停車しているため駅間停車防止モードとなり、現在速度56.2km/hが target_speed_no_stop(38.4km/h) を大幅に上回る力行となって機外停車リスクがあるため減点し、rewardは0.2とした。
167.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,31.0,ブレーキ（減速）,6.0,70.0,70.0,49.21,70.0,487.2,11.0,117.94129406086812,0.0,6.1,この先制限速度なし,297m先に上り勾配9.2‰あり,前方487.6m先を0.0km/h,後続列車なし,10.0,46.0,未発車,25.0,40.5,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop 40.5km/h を8.7km/h上回る力行を続けているため過剰加速と判断し減点した。
105.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,20.0,ブレーキ（減速）,6.0,70.0,70.0,56.23,70.0,1115.2,22.0,165.82759596311683,0.0,0.0,この先制限速度なし,125m先に上り勾配12.5‰あり,前方721.3m先を57.6km/h,後続列車なし,10.0,108.0,未発車,25.0,42.5,anti_mid_stop,0.1,駅間停車防止モードでtarget_speed_no_stop 42.5km/hを大幅に超える力行を行い、機外停車リスクと遅延可能性があるため減点。
74.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,惰行,6.0,70.0,70.0,64.89,70.0,1335.0,23.0,219.52746930832947,0.0,0.0,この先制限速度なし,344m先に上り勾配12.5‰あり,前方531.7m先を62.6km/h,後続列車なし,10.0,132.0,未発車,32.0,44.0,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop44km/hを超えて64.9km/hの力行は過剰加速で機外停車リスクが高く、ノコギリ運転にも該当するため低評価とした。
72.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,66.66,70.0,1207.2,33.0,231.3692698973259,0.0,0.0,この先制限速度なし,217m先に上り勾配12.5‰あり,前方509.0m先を63.2km/h,後続列車なし,10.0,126.0,未発車,40.0,41.2,anti_mid_stop,0.1,先行が塞いでいる駅間停車防止モードでtarget_speed_no_stop 41.2km/h を大幅に超える力行とノコギリ運転があり、間隔も不足しているため大幅減点し0.1とする。
84.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,7.0,ブレーキ（減速）,6.0,70.0,70.0,44.07,70.0,1126.7,17.0,102.61853990633416,0.0,0.0,この先制限速度なし,136m先に上り勾配12.5‰あり,前方375.9m先を63.1km/h,後続列車なし,10.0,129.0,未発車,25.0,38.2,anti_mid_stop,0.5,先行列車が塞いで駅間停車防止モードとなり、現在速度が target_speed_no_stop＋5km/h を超えて力行しているため機外停車リスクがあり減点し0.5とした。
56.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,18.0,惰行,6.0,70.0,68.5,63.13,70.0,1534.7,15.0,208.04159763976716,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方294.2m先を62.9km/h,後続列車なし,10.0,157.0,未発車,25.0,45.0,anti_mid_stop,0.2,先行が塞いでいるため駅間停車防止モード。target_speed_no_stop45km/hを超えて63km/hで力行し過加速、機外停車リスクがあるため減点し0.2とした。
79.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,10.0,惰行,6.0,70.0,70.0,67.3,70.0,1243.2,24.0,235.72242403571164,0.0,0.0,この先制限速度なし,253m先に上り勾配12.5‰あり,前方527.3m先を63.4km/h,後続列車なし,10.0,127.0,未発車,32.0,42.2,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 42.2km/h を大幅に上回る力行により過加速・間隔縮小・機外停車リスクが生じたため低評価。
89.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,59.79,70.0,1156.9,37.0,187.04380390648882,0.0,0.0,この先制限速度なし,166m先に上り勾配12.5‰あり,前方746.9m先を58.0km/h,後続列車なし,10.0,94.0,未発車,40.0,48.7,anti_mid_stop,0.2,先行が塞いでいるため駅間停車防止モード。target_speed_no_stop(48.7km/h)を超える力行は機外停車リスクがあるため減点し、rewardを0.2とした。
48.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,58.88,70.0,1662.4,30.0,199.2635241002722,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方544.6m先を62.9km/h,後続列車なし,10.0,135.0,未発車,40.0,36.9,anti_mid_stop,0.1,先行列車が塞いで駅間停車防止モードにあり、target_speed_no_stop 36.9km/h を大幅に上回る58.9km/h の力行は機外停車リスクが高く過剰加速と判断した。
90.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,68.15,70.0,1036.8,27.0,241.5623158127206,0.0,0.0,この先制限速度なし,46m先に上り勾配12.5‰あり,前方511.2m先を61.0km/h,後続列車なし,10.0,116.0,未発車,32.0,37.9,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 37.9km/h を大幅に上回る 68.2km/h の力行は過剰加速で機外停車リスクがあり、さらに短時間のノコギリ運転でエネルギー浪費が生じるため低評価とした。
33.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,34.0,ブレーキ（減速）,30.0,70.0,70.0,51.38,70.0,1883.1,30.0,142.894322173708,0.0,-2.1,この先制限速度なし,93m先に下り勾配6.7‰あり,前方502.2m先を63.2km/h,後続列車なし,10.0,165.0,未発車,40.0,45.9,anti_mid_stop,0.6,先行列車が塞いでいるため駅間停車防止モード。現在速度がtarget_speed_no_stopを5km/h超えて加速しており過剰加速と判断し減点。
98.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,22.0,惰行,6.0,70.0,70.0,62.5,70.0,1025.4,20.0,204.00059162822222,0.0,0.0,この先制限速度なし,35m先に上り勾配12.5‰あり,前方516.6m先を60.5km/h,後続列車なし,10.0,100.0,未発車,25.0,41.2,anti_mid_stop,0.1,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop 41.2km/h を大幅に超える62.5km/h の力行は機外停車リスクとエネルギー浪費を招くため減点し0.1とする。
111.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,52.68,70.0,740.0,24.0,145.88228599888825,0.0,0.0,この先制限速度なし,150m先に上り勾配6.1‰あり,前方438.1m先を51.7km/h,後続列車なし,10.0,102.0,未発車,25.0,30.1,anti_mid_stop,0.2,先行が塞いでいる駅間停車防止モードで、target_speed_no_stop 30.1km/h を大幅に上回る力行と短時間切替のノコギリ運転が判定され、上限超過により減点。
72.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,2.0,惰行,6.0,70.0,70.0,67.12,70.0,1230.0,33.0,234.4942789653523,0.0,0.0,この先制限速度なし,239m先に上り勾配12.5‰あり,前方531.8m先を63.2km/h,後続列車なし,10.0,111.0,未発車,40.0,45.9,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 45.9km/h を大幅に上回り加速し、ノコギリ運転も発生しているため大幅減点し0.1とする。
51.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,14.0,惰行,6.0,70.0,70.0,60.97,70.0,1612.4,30.0,194.34201834305406,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方547.2m先を63.0km/h,後続列車なし,10.0,132.0,未発車,40.0,52.8,anti_mid_stop,0.3,先行が塞いで駅間停車防止モード。現在速度が target_speed_no_stop の許容上限(+5km/h) を超えて力行し、機外停車リスクがあるため減点し0.3とした。
60.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,23.0,惰行,6.0,70.0,70.0,65.74,70.0,1453.8,30.0,225.1779507334871,0.0,0.0,この先制限速度なし,463m先に上り勾配12.5‰あり,前方546.0m先を62.7km/h,後続列車なし,10.0,123.0,未発車,40.0,50.1,anti_mid_stop,0.2,先行が塞いでいるため駅間停車防止モード。target_speed_no_stop 50.1km/h を超える65.7km/h の力行は機外停車リスクと間隔不足を招くため減点し、reward 0.2 とした。
130.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,63.75,70.0,459.1,26.0,196.18994539818672,0.0,6.1,この先制限速度なし,269m先に上り勾配9.2‰あり,前方370.3m先を28.9km/h,後続列車なし,10.0,68.0,未発車,25.0,33.9,anti_mid_stop,0.1,先行列車が塞ぎ駅間停車防止モードで、target_speed_no_stop(33.9km/h)を大幅に超える力行とノコギリ運転により機外停車リスクとエネルギー浪費が顕著なため低評価。
94.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,16.0,惰行,6.0,70.0,70.0,62.63,70.0,1071.9,39.0,204.83140174425333,0.0,0.0,この先制限速度なし,81m先に上り勾配12.5‰あり,前方740.5m先を54.2km/h,後続列車なし,10.0,89.0,未発車,40.0,47.2,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop 47.2km/h を 15km/h 超えて力行しており過加速で機外停車リスクとエネルギー浪費がある。
56.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,63.19,70.0,1502.0,30.0,208.42839552098485,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方524.6m先を63.1km/h,後続列車なし,10.0,142.0,未発車,40.0,46.8,anti_mid_stop,0.2,先行列車が塞いでいるためtarget_speed_no_stop(46.8km/h)を超える力行は機外停車リスクがあり、過剰加速とノコギリ運転と判断し0.2点とした。
73.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,67.58,70.0,1211.3,33.0,237.63880773250932,0.0,0.0,この先制限速度なし,221m先に上り勾配12.5‰あり,前方530.6m先を63.0km/h,後続列車なし,10.0,110.0,未発車,40.0,45.3,anti_mid_stop,0.1,先行が塞いでいる駅間停車防止モードでtarget_speed_no_stop 45.3km/h を超える67.6km/h の力行と、無合理なノコギリ運転があり、過速・間隔不足で安全・効率が損なわれたため0.1とした。
43.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,44.0,ブレーキ（減速）,30.0,70.0,70.0,59.44,70.0,1729.4,30.0,202.98741132995568,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方524.0m先を63.2km/h,後続列車なし,10.0,155.0,未発車,40.0,30.6,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop(30.6km/h)を大幅に上回る59.4km/hの力行は過加速とみなされ減点対象となる。
166.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,30.0,ブレーキ（減速）,6.0,70.0,70.0,48.64,70.0,500.8,12.0,115.26136946691018,0.0,6.1,この先制限速度なし,310m先に上り勾配9.2‰あり,前方501.1m先を0.0km/h,後続列車なし,10.0,47.0,未発車,25.0,41.2,anti_mid_stop,0.2,先行列車が停車しているため駅間停車防止モードが適用され、target_speed_no_stop 41.2km/h を超える48.6km/h の力行は過剰加速とみなされ減点した。
118.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,ブレーキ（減速）,6.0,70.0,70.0,39.15,70.0,622.6,33.0,81.20163770480991,0.0,0.0,この先制限速度なし,32m先に上り勾配6.1‰あり,前方489.1m先を35.5km/h,後続列車なし,10.0,88.0,未発車,32.0,28.3,anti_mid_stop,0.2,先行が塞いでいるため機外停車防止モードで、target_speed_no_stop 28.3km/h を超えて加速し、さらにブレーキ→力行の短時間切替があり過剰加速とノコギリ運転で減点した。
135.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,21.0,ブレーキ（減速）,6.0,70.0,70.0,50.55,70.0,408.0,33.0,124.358166357998,0.0,6.1,この先制限速度なし,217m先に上り勾配9.2‰あり,前方389.3m先を13.3km/h,後続列車なし,10.0,71.0,未発車,32.0,31.2,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードでtarget_speed_no_stop(31.2km/h)を大幅に超える力行(50.5km/h)は機外停車リスクがあるため大幅減点。
47.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,48.0,ブレーキ（減速）,30.0,70.0,70.0,62.67,70.0,1661.6,30.0,225.09573434745053,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方526.2m先を63.1km/h,後続列車なし,10.0,151.0,未発車,40.0,30.7,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、現在速度が target_speed_no_stop(30.7km/h) を大幅に上回り過剰加速しているため減点し、rewardは0.1とした。
87.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,惰行,6.0,70.0,70.0,55.88,70.0,1206.6,18.0,163.80717061320016,0.0,0.0,この先制限速度なし,216m先に上り勾配12.5‰あり,前方508.3m先を63.2km/h,後続列車なし,10.0,111.0,未発車,25.0,44.8,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop(44.8km/h)を超える55.9km/hの力行を続けているため過剰加速とみなし減点。
48.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,49.0,ブレーキ（減速）,30.0,70.0,70.0,63.44,70.0,1644.0,22.0,230.5235605020014,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方386.0m先を63.2km/h,後続列車なし,10.0,143.0,未発車,32.0,33.1,anti_mid_stop,0.1,先行列車が塞いでいる駅間停車防止モードで、target_speed_no_stop 33.1km/h を大幅に超える63.4km/h の力行を継続しているため減点。
46.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,惰行,6.0,70.0,70.0,57.16,70.0,1694.6,30.0,188.02896716911326,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方541.7m先を63.3km/h,後続列車なし,10.0,137.0,未発車,40.0,36.6,anti_mid_stop,0.1,先行列車が塞いでいるため機外停車防止モードで、target_speed_no_stop 36.6km/h を大幅に上回る57.2km/h の力行は過剰加速とみなされ減点した。
