time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
34,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.2,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.7,停止位置が0.2m未達でブレーキを続けるのは不要かつ遅延が残るため、評価を下げ0.7点とした。
35,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.2,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差0.2mで最高評価、速度・CBTC制限遵守、ノコギリ運転なし、エネルギー無駄なしのためrewardは1.0。
36,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差が0.4mで許容範囲内かつ速度・信号超過・衝突リスクなしと判断し、最高評価とした。
37,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、停止位置誤差0.4mは許容範囲内。制限速度・CBTC遵守、ノコギリ運転なし、余分な力行もなく評価は最高。
38,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,prev_notch_durationが5秒でノコギリ運転と判定され、上限0.3点になるため0.3とした。
39,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差が0.4mで許容範囲内、速度制限・CBTC違反なし、ノコギリ運転もなく、最適な停止と判断した。
40,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了フェーズで停止位置誤差0.4mは許容範囲内で、速度・信号・制限速度すべて遵守しているため最高評価とした。
41,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、停止位置誤差0.4mは許容範囲内。制限速度・CBTC遵守、ノコギリ運転なし、遅延もなく適切な操作と判断。
42,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,速度0で停止位置誤差0.4m、制限速度・CBTC信号を遵守し、不要な加速がなく適切にブレーキ保持されているため最高評価。
43,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.8,駅停車完了で速度0の状態でブレーキを継続しているため省エネ性が低く、不要な減速操作と判断し評価を減点した。
44,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、required_speed0km/h、制限・信号速度遵守、不要な加速なし、ノコギリ運転なし、停止位置誤差0.4mで最高評価。
45,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、停止位置誤差0.4mは許容範囲内で制限速度・CBTC違反なし、ノコギリ運転もなく評価は最高の1.0とした。
46,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、停止位置誤差0.4mは許容範囲内、制限速度・CBTC違反なし、ノコギリ運転もなく最高評価とした。
47,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差0.4mで許容範囲内、速度0で制限速度・CBTCを遵守し、ノコギリ運転もなく適切な操作と判断した。
48,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hにも関わらずブレーキを継続しているため、フェーズのノッチ操作と省エネ性が不適切と判断し0.5とした。
49,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,全ての安全基準を満たし、停止位置誤差0.4mは許容範囲内で最高評価とした。
50,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hにも関わらず惰行が続き、ノッチ選択が不適切なため評価を低減した。
51,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.7,不要なブレーキ操作でエネルギーが無駄になり、遅延が解消できないため評価を低減し0.7とした。
52,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0のままブレーキを継続しているためエネルギー無駄と判断し、評価を低減した。
53,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.4,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.7,駅停車完了で速度0km/hなのに惰行ノッチが選択されており、適切な停止状態でないため評価を下げた。
54,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で停止位置誤差0.6mは1m以内で安全かつ正確な停止と判断し、違反や無駄な加速がなく最高評価とした。
55,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,速度0で制限・信号を遵守し、停止位置誤差0.6mは許容範囲内、ノコギリ運転なし、遅延0秒のため最高評価とした。
56,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,ノコギリ運転と判定され、prev_notch_durationが5秒のためreward上限0.3とし、他項目は問題なし。
57,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置が0.6mで許容範囲内、速度制限・CBTC遵守、ノコギリ運転なし、他列車なしで安全かつ適切な操作と判断し最高評価とした。
58,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,全ての安全基準を満たし、駅停車完了位置誤差0.6mで許容範囲内のため最高評価とした。
59,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,全ての安全・信号・停止位置条件を満たし、駅停車完了で速度0km/h、位置誤差0.6mは許容範囲内のため最高評価とした。
60,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で停止位置誤差0.6mは許容範囲内、速度・信号遵守、ノコギリ運転なしで安全かつ定時に停止できたため最高評価。
61,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0km/h、停止位置誤差0.6mは許容範囲内であり、制限速度・CBTC遵守、ノコギリ運転なし、余分な力行もなく安全かつ省エネと判断した。
62,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了フェーズで惰行は不適切で、停車保持が必要なため評価を下げ0.5とした。
63,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.8,駅停車完了で停止位置誤差0.6mは許容範囲内だが、20秒の遅延により定時性が低下したため評価を0.8とした。
64,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.8,駅停車完了で停止位置は許容範囲内だが、停止済みでブレーキを継続しているためフェーズ適合性が欠け、評価をやや減点した。
65,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,駅停車完了で速度0、停止位置誤差0.6mは許容範囲内、制限速度・CBTC遵守、ノコギリ運転なしのため最高評価とした。
66,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差が0.6mで許容範囲内かつ速度・信号遵守の違反がなく、ノコギリ運転もなしで評価は最高点とした。
67,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差が1m以内で安全かつCBTC・速度制限を遵守し、ノコギリ運転もなく適切なブレーキ保持のため評価は最高点とした。
68,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,制限速度・CBTC遵守、停止位置誤差0.6mで許容範囲内、ノコギリ運転なし、現在ノッチは停止に支障なく適切と判断しreward=1.0
69,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了フェーズでブレーキを継続しているのは不要な減速であり、エネルギー無駄と判断し低評価とした。
70,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,現在速度0km/hで駅停車完了、停止位置誤差0.6mは1m以内で許容範囲のため評価は高く、操作はブレーキ保持で問題なし。
71,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,25.0,70.0,70.0,0.0,70.0,0.6,0.0,0.0,20.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差0.6mで許容範囲内、速度・信号遵守、ノコギリ運転なしのため最高評価。
72,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.8,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,停止位置誤差0.8mが許容範囲内で、速度制限・CBTCを遵守し、ノコギリ運転もなく適切な操作のため最高評価。
73,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.8,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,速度0km/hで制限・CBTCを遵守し、停止位置が0.8m以内で適切に停止しているため最高評価とした。
74,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,5.0,70.0,70.0,0.0,0.8,0.8,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,ノコギリ運転と判定され、前回ノッチ継続時間が5秒で上限0.3点に制限されたため、他項目は良好でもrewardは0.3とした。
