time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
51,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,9.0,力行（加速）,10.0,70.0,49.7,57.7,70.0,120.0,0.0,174.4416192277705,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 180.0m 先を 15.0km/h で走行中,後続列車なし,0.0,CBTC信号速度49.7km/hを57.7km/hで超過しブレーキ未実施、delta_stopが-54.44mでオーバーラン確実のため即0点。
52,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,ブレーキ（減速）,12.0,70.0,49.7,15.0,15.0,120.0,57.6,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 180.0m 先を 15.0km/h で走行中,後続列車なし,0.8,加速はdelta_stopが正で先行列車が動いているため許容されるが、required_speedを既に満たしているのに不要な力行でエネルギー効率が低下するため評価を下げた。
53,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.0,ブレーキ（減速）,12.0,70.0,49.7,15.0,70.0,120.0,0.0,12.043897473726263,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 180.0m 先を 15.0km/h で走行中,後続列車なし,1.0,信号速度以下で加速し、delta_stopが正で停止位置も確保できるため次駅減速フェーズでの力行は適切と判断した。
54,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,9.0,ブレーキ（減速）,12.0,70.0,49.7,15.0,15.0,120.0,57.6,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 180.0m 先を 15.0km/h で走行中,後続列車なし,0.8,次駅減速フェーズでdelta_stopが十分にあり先行列車が存在するため加速は許容されるが、必要以上の力行はエネルギー効率を損ねるため評価を減点した。
55,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,9.0,ブレーキ（減速）,12.0,70.0,49.7,15.0,70.0,120.0,0.0,12.043897473726263,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 180.0m 先を 15.0km/h で走行中,後続列車なし,0.9,delta_stopが正の余裕あり、CBTC信号を下回りつつ加速しているため、次駅減速フェーズでの力行は適切と判断した。
56,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,10.0,70.0,60.3,60.3,60.3,120.0,14.3,190.18195183764072,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,delta_stopが-70.18mでオーバーランが確実となり即時0点ルールに該当するためrewardは0.0とした。
57,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,10.0,70.0,60.3,60.3,70.0,120.0,0.0,190.18195183764072,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,delta_stopが-70.18mでオーバーランが確実となり、即時0点ルールに該当するためrewardは0.0とした。
58,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,10.0,70.0,60.3,60.3,60.3,120.0,14.3,190.18195183764072,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,delta_stopが-70.18mでオーバーランが確実となり、即時0点ルールが適用されたためrewardは0.0とした。
59,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,10.0,70.0,60.3,60.3,70.0,120.0,0.0,190.18195183764072,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,delta_stop が -70.18 m でオーバーランがほぼ確実なため即reward0.0ルールが適用され、reward は 0.0 とする。
60,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,12.0,70.0,60.3,47.7,47.7,120.0,18.1,119.96844830325998,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,1.0,ブレーキが適切に作動し、delta_stopが0.03mと許容範囲内で停止位置が確保され、速度も制限・CBTC信号内に収まっているため高評価。
61,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,12.0,70.0,60.3,47.7,70.0,120.0,0.0,119.96844830325998,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,1.0,ブレーキで適切に減速しdelta_stopが0.03mと正確に停止位置を確保、速度・CBTC制限を遵守しノコギリ運転なしで評価が高く、最高の1.0とした。
62,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,12.0,70.0,60.3,47.7,47.7,120.0,18.1,119.96844830325998,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,1.0,ブレーキが適切に作動しdelta_stopが0.03mで正確に停止位置に到達、全条件を満たすためreward=1.0とした。
63,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,12.0,70.0,60.3,47.7,70.0,120.0,0.0,119.96844830325998,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,1.0,ブレーキが適切に作動しdelta_stopが0.03mで停止位置が正確、速度・信号とも遵守しているため最高評価。
64,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.0,力行（加速）,10.0,70.0,60.3,68.3,68.3,120.0,12.7,242.5997819688683,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,信号速度60.3km/hを超えて68.3km/hで走行し、ブレーキをかけていないため安全違反と判断し、即時0点とする。
65,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.0,力行（加速）,10.0,70.0,60.3,68.3,70.0,120.0,0.0,242.5997819688683,20.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度60.3km/hを超える68.3km/hでブレーキせず走行しており、即時0点ルールに該当するためrewardは0.0とした。
66,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,9.0,力行（加速）,10.0,70.0,60.3,68.3,68.3,120.0,12.7,242.5997819688683,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 240.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度60.3km/hを超える68.3km/hでブレーキせず走行し、delta_stopが-122.6mとオーバーランが確実なため即時0点とした。
