time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
11,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,12.0,力行（加速）,10.0,70.0,0.0,8.0,70.0,300.0,25.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号0km/hに対し8km/hで走行しブレーキ未実施のため即時0点規則が適用され、rewardは0.0とした。
12,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,800.0,60.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号0km/hを超える5km/hで加速しており、即時0点規則に該当するためrewardは0.0とする。
13,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,800.0,60.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号0km/hに対し加速中で速度5km/h、ブレーキ未適用のため信号無視と判定し安全上重大な違反とみなしたためrewardは0.0とする。
14,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,500.0,40.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号が0km/hであるにも関わらずブレーキせずに加速しており、信号無視の安全違反のため即時0点とした。
15,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,500.0,40.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号が0km/hであるにも関わらず加速を続け、信号速度を超過しているため即時0点とした。
16,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,300.0,25.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号が0km/hで停止指示なのにブレーキせずに力行を続けているため安全違反と判断し、即時0.0の評価とした。
17,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,12.0,力行（加速）,10.0,70.0,0.0,5.0,70.0,300.0,25.0,1.3420645674902167,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号が0km/hのにも関わらずブレーキせず5km/hで走行しており、即reward0.0ルールに該当するため評価は0.0とした。
18,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,8.0,70.0,800.0,60.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.0,signal_speedを超過し前方列車との安全間隔も不足しているため即時0点とした。
19,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,8.0,70.0,800.0,60.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,巡航フェーズで必要速度70km/hに対し8km/hのまま減速しており、不要なブレーキと先行列車45mの近接が安全・定時性を損なうため低評価とした。
20,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,8.0,70.0,500.0,40.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,巡航フェーズで必要速度70km/hに対し8km/hでブレーキを続け、加速すべきところを減速しているため安全・定時・省エネの観点で大幅減点。
21,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,8.0,70.0,500.0,40.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,巡航フェーズで必要速度70km/hに対し8km/hのままブレーキを継続し、停止位置が遠く、先行列車との間隔も安全限界を下回っているため低評価とした。
22,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,8.0,70.0,300.0,25.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキが停止位置から296.57m離れた地点で開始され、早すぎる減速により停止位置誤差が大きくなるためrewardを0.1とした。
23,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,8.0,70.0,300.0,25.0,3.4330224744536846,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキが停止位置から遠く離れた段階で開始され、先行列車との間隔が安全距離未満であるため、停止位置達成と列車間隔が不適切と判断した。
24,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,0.0,70.0,800.0,60.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,停止位置に到達できず、必要速度未達のまま減速している上、先行列車との間隔が安全基準を下回るため低評価とした。
25,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,0.0,70.0,800.0,60.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,巡航フェーズで必要速度未達のままブレーキを続け、駅到達が不可能で停車位置確保もできないため低評価とした。
26,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,0.0,70.0,500.0,40.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで必要速度70km/hに対し0km/hのままブレーキを継続し、加速すべきところで減速しているため評価を大幅に下げ、さらに先行列車との間隔が安全基準50m未満であることから低評価とした。
27,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,0.0,70.0,500.0,40.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.2,不要なブレーキと先行列車との間隔不足により安全性と省エネ性が損なわれ、評価を0.2とした。
28,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,0.0,0.0,70.0,300.0,25.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキが早すぎて停止位置が300m離れたまま停止しており、次駅減速フェーズとして不適切なためrewardを0.1とした。
29,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,0.0,0.0,70.0,300.0,25.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 45.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキが早すぎて駅手前300mで停止し、停止位置が達成できずエネルギー無駄となるため低評価とした。
30,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,13.7,70.0,800.0,60.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.3,巡航フェーズでrequired_speed未達なのにブレーキをかけており、定時性と省エネ性を著しく損ねているため低評価とした。
31,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,13.7,70.0,800.0,60.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.3,巡航フェーズでrequired_speed 70km/hに対し13.7km/hのままブレーキを続け、加速すべき場面で減速しているためエネルギー無駄と遅延が生じ評価を低くした。
32,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,13.7,70.0,500.0,40.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズでrequired_speed未達なのに減速しており、停止位置達成が困難で遅延と省エネ低下が顕著なため低評価。
33,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,13.7,70.0,500.0,40.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで必要速度70km/hに対し13.7km/hのままブレーキを継続しており、遅延とエネルギー無駄が顕著なため低評価とした。
34,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,13.7,70.0,300.0,25.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.1,次駅減速フェーズでブレーキを開始したが、delta_stopが289.95mと大きく早すぎるため停止位置が手前になり、定時性と省エネが著しく損なわれた。
35,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,13.7,70.0,300.0,25.0,10.050979982622719,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキがdelta_stop 289.95mと大きく先行し過剰減速しており、停止位置達成が不適切なためrewardは0.1とした。
36,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,800.0,60.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hでブレーキせず走行しており、即時0点規則に該当するためrewardは0.0とした。
37,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,800.0,60.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hで走行し、ブレーキ未使用のため即時0点規則が適用されました。
38,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,500.0,40.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hで走行し、ブレーキ未使用のため即時0点とした。
39,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,500.0,40.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを21.7km/hで超過しブレーキしていないため即時0点規則が適用され、rewardは0.0となる。
40,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,300.0,25.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hで走行し、ブレーキをかけていないため即時0点とし、安全違反としてreward=0.0と判定した。
41,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,12.0,力行（加速）,10.0,70.0,13.7,21.7,70.0,300.0,25.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hでブレーキせず走行しており、即時0点規則に該当するためrewardは0.0とした。
42,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,800.0,60.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号13.7km/hを超える18.7km/hでブレーキなしの加速を続けており、即時0点規則に該当するためrewardは0.0。
43,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,800.0,60.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超えて18.7km/hで走行し、ブレーキせずに加速しているため即時0点ルールが適用され、rewardは0.0とした。
44,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,500.0,40.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える18.7km/hで走行し、ブレーキ未使用のため即時0点とした。
45,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,500.0,40.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える18.7km/hで走行し、ブレーキしていないため即reward0.0ルールが適用され、rewardは0.0となる。
46,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,4.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,300.0,25.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超えて加速し、ブレーキ未使用のため即時0点ルールが適用される。
47,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,12.0,力行（加速）,10.0,70.0,13.7,18.7,70.0,300.0,25.0,18.694526763693187,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超えて18.7km/hで加速し、ブレーキ未実施のため即時0点規則に該当。
48,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,21.7,70.0,800.0,60.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで必要速度70km/hに対し21.7km/hのままブレーキをかけており、早すぎる減速で停車位置達成が困難かつエネルギー無駄となるため低評価とした。
49,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,21.7,70.0,800.0,60.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで必要速度70km/hに対し減速しており、停止位置への到達が遅れエネルギー無駄となるため低評価とした。
50,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,21.7,70.0,500.0,40.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで必要速度70km/hに対し21.7km/hと大きく遅く、減速は不要であり、早期停止により遅延とエネルギー損失が生じるため低評価とした。
51,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,21.7,70.0,500.0,40.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを超える21.7km/hで走行しており、信号超過により即時0点と判定した。
52,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,13.7,21.7,70.0,300.0,25.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度13.7km/hを21.7km/hで超過しており、即時0点ルールに該当するためrewardは0.0とした。
53,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,13.7,21.7,70.0,300.0,25.0,25.14584654777267,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキが停止距離より遠く274.8mで開始され、減速フェーズに不適切でエネルギー無駄となるため0.1とした。
54,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,21.6,21.6,70.0,800.0,60.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.3,巡航フェーズでrequired_speed未達のまま不必要にブレーキをかけており、遅延とエネルギー浪費が生じるため低評価とした。
55,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,21.6,21.6,70.0,800.0,60.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.3,巡航フェーズで必要速度未達なのに減速ブレーキを継続しており、定時性と省エネ性を著しく損ねているため低評価とした。
56,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,21.6,21.6,70.0,500.0,40.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズで信号速度に合わせ惰行すべきところ、不要なブレーキにより速度低下とエネルギー浪費が生じ、定時性が損なわれるため低評価とした。
57,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,21.6,21.6,70.0,500.0,40.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.2,巡航フェーズでrequired_speed 70km/hに対し21.6km/hのままブレーキを続けており、加速すべきところで減速しているため評価を大幅に下げた。
58,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,10.0,70.0,21.6,21.6,70.0,300.0,25.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.1,次駅減速フェーズで必要ブレーキ距離よりはるか前にブレーキを開始し、停止位置が大幅に手前になるため低評価とした。
59,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,10.0,70.0,21.6,21.6,70.0,300.0,25.0,24.915577636625674,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.1,ブレーキ開始が過早で停止位置が大幅に手前になるため、駅到達遅延とエネルギー無駄が生じ、評価は0.1とした。
60,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,800.0,60.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超える29.6km/hでブレーキせずに走行しているため即時0点ルールに該当し、rewardは0.0とする。
61,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,800.0,60.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超える29.6km/hでブレーキせず走行しているため即時0点規則が適用され、rewardは0.0とする。
62,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,500.0,40.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超えて29.6km/hで走行し、ブレーキ未使用のため即時0点規則が適用される。
63,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,500.0,40.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超える29.6km/hで走行し、信号無視となるため即時0点とした。また、先行列車が75m先で停止しているにも関わらず速度超過は安全上重大な違反です。
64,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,4.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,300.0,25.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超える29.6km/hでブレーキせず走行しているため即時0点とする。
65,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,12.0,力行（加速）,10.0,70.0,21.6,29.6,70.0,300.0,25.0,46.63393423144567,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超える29.6km/hでブレーキせず走行しているため、即時0点の安全違反と判断した。
66,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,21.6,26.6,70.0,800.0,60.0,37.70944435448575,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超えて26.6km/hで走行し、ブレーキ未実施のため即時0点ルールが適用され、rewardは0.0となる。
67,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,力行（加速）,10.0,70.0,21.6,26.6,70.0,800.0,60.0,37.70944435448575,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超えて26.6km/hで加速しており、ブレーキ未使用のため即時0点規則に該当し、安全上重大違反と判断した。
68,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,力行（加速）,10.0,70.0,21.6,26.6,70.0,500.0,40.0,37.70944435448575,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 75.0m 先を 0.0km/h で走行中,後続列車なし,0.0,CBTC信号速度21.6km/hを超えて26.6km/hで走行しており、安全違反の即時0点規則に該当するためrewardは0.0とした。
